(0.000000, 0.000000, 0.000000)
(0.109804, 0.000000, 0.109804)
(0.239216, 0.000000, 0.239216)
(0.364706, 0.000000, 0.364706)
(0.490196, 0.000000, 0.490196)
(0.619608, 0.000000, 0.619608)
(0.745098, 0.000000, 0.745098)
(0.874510, 0.000000, 0.874510)
(1.000000, 0.000000, 1.000000)
(0.890196, 0.000000, 0.937255)
(0.776471, 0.000000, 0.874510)
(0.666667, 0.000000, 0.823529)
(0.556863, 0.000000, 0.760784)
(0.443137, 0.000000, 0.713725)
(0.333333, 0.000000, 0.650980)
(0.223529, 0.000000, 0.603922)
(0.109804, 0.000000, 0.541176)
(0.000000, 0.000000, 0.490196)
(0.000000, 0.109804, 0.541176)
(0.000000, 0.223529, 0.603922)
(0.000000, 0.333333, 0.650980)
(0.000000, 0.443137, 0.713725)
(0.000000, 0.556863, 0.760784)
(0.000000, 0.666667, 0.823529)
(0.000000, 0.776471, 0.874510)
(0.000000, 0.890196, 0.937255)
(0.000000, 1.000000, 1.000000)
(0.000000, 0.937255, 0.890196)
(0.000000, 0.874510, 0.776471)
(0.000000, 0.823529, 0.666667)
(0.000000, 0.760784, 0.556863)
(0.000000, 0.713725, 0.443137)
(0.000000, 0.650980, 0.333333)
(0.000000, 0.603922, 0.223529)
(0.000000, 0.541176, 0.109804)
(0.000000, 0.490196, 0.000000)
(0.109804, 0.541176, 0.000000)
(0.223529, 0.603922, 0.000000)
(0.333333, 0.650980, 0.000000)
(0.443137, 0.713725, 0.000000)
(0.556863, 0.760784, 0.000000)
(0.666667, 0.823529, 0.000000)
(0.776471, 0.874510, 0.000000)
(0.890196, 0.937255, 0.000000)
(1.000000, 1.000000, 0.000000)
(0.937255, 0.890196, 0.000000)
(0.874510, 0.776471, 0.000000)
(0.823529, 0.666667, 0.000000)
(0.760784, 0.556863, 0.000000)
(0.713725, 0.443137, 0.000000)
(0.650980, 0.333333, 0.000000)
(0.603922, 0.223529, 0.000000)
(0.541176, 0.109804, 0.000000)
(0.490196, 0.000000, 0.000000)
(0.635294, 0.000000, 0.000000)
(0.760784, 0.000000, 0.000000)
(0.858824, 0.000000, 0.000000)
(1.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
