,DATE,P,RH,T,WD,WS,WSMAX
2016-03-31 00:00:00,2016-03-31 00:00:00,980.2,42.4,21.3,166.6,4.4,7.3
2016-03-31 00:01:00,2016-03-31 00:01:00,980.2,42.7,21.3,168.6,3.9,5.7
2016-03-31 00:02:00,2016-03-31 00:02:00,980.2,42.7,21.2,157.7,3.9,5.8
2016-03-31 00:03:00,2016-03-31 00:03:00,980.2,42.8,21.2,161.8,3.8,4.7
2016-03-31 00:04:00,2016-03-31 00:04:00,980.2,43.1,21.2,152.9,3.2,4.4
2016-03-31 00:05:00,2016-03-31 00:05:00,980.2,43.5,21.1,154.5,1.8,3.5
2016-03-31 00:06:00,2016-03-31 00:06:00,980.2,43.6,21.0,169.9,3.7,5.6
2016-03-31 00:07:00,2016-03-31 00:07:00,980.2,43.5,21.0,157.7,3.6,4.9
2016-03-31 00:08:00,2016-03-31 00:08:00,980.2,43.7,21.0,149.4,3.0,4.0
2016-03-31 00:09:00,2016-03-31 00:09:00,980.2,43.7,21.0,151.9,3.6,6.7
2016-03-31 00:10:00,2016-03-31 00:10:00,980.2,43.5,21.0,160.0,3.9,6.4
2016-03-31 00:11:00,2016-03-31 00:11:00,980.2,43.6,21.0,168.8,3.4,5.0
2016-03-31 00:12:00,2016-03-31 00:12:00,980.2,43.8,20.9,151.2,3.4,5.4
2016-03-31 00:13:00,2016-03-31 00:13:00,980.2,43.7,20.9,163.2,3.6,4.8
2016-03-31 00:14:00,2016-03-31 00:14:00,980.1,43.6,20.9,148.6,3.6,6.2
2016-03-31 00:15:00,2016-03-31 00:15:00,980.1,44.0,20.9,167.7,2.2,3.4
2016-03-31 00:16:00,2016-03-31 00:16:00,980.1,44.1,20.8,174.9,4.2,6.0
2016-03-31 00:17:00,2016-03-31 00:17:00,980.1,43.8,20.9,175.0,4.7,7.2
2016-03-31 00:18:00,2016-03-31 00:18:00,980.1,43.9,20.9,157.0,4.5,6.9
2016-03-31 00:19:00,2016-03-31 00:19:00,980.1,43.8,20.9,153.2,3.2,4.2
2016-03-31 00:20:00,2016-03-31 00:20:00,980.0,44.1,20.9,146.6,4.6,6.9
2016-03-31 00:21:00,2016-03-31 00:21:00,980.1,44.6,20.8,162.7,2.5,3.9
2016-03-31 00:22:00,2016-03-31 00:22:00,980.1,44.4,20.8,160.9,4.4,7.2
2016-03-31 00:23:00,2016-03-31 00:23:00,980.0,44.7,20.8,164.1,2.8,4.5
2016-03-31 00:24:00,2016-03-31 00:24:00,980.0,44.5,20.7,151.0,3.5,5.0
2016-03-31 00:25:00,2016-03-31 00:25:00,980.0,44.9,20.7,165.8,3.1,4.6
2016-03-31 00:26:00,2016-03-31 00:26:00,979.9,45.0,20.7,155.0,3.3,5.2
2016-03-31 00:27:00,2016-03-31 00:27:00,980.0,45.0,20.7,156.0,4.0,5.7
2016-03-31 00:28:00,2016-03-31 00:28:00,980.0,45.1,20.7,164.8,3.3,6.1
2016-03-31 00:29:00,2016-03-31 00:29:00,980.0,45.5,20.6,161.7,2.6,3.5
2016-03-31 00:30:00,2016-03-31 00:30:00,980.0,45.6,20.5,151.5,3.3,4.5
2016-03-31 00:31:00,2016-03-31 00:31:00,980.0,45.2,20.6,163.9,4.9,6.0
2016-03-31 00:32:00,2016-03-31 00:32:00,980.0,45.1,20.6,155.8,3.4,5.0
2016-03-31 00:33:00,2016-03-31 00:33:00,980.0,45.6,20.6,159.7,2.3,3.9
2016-03-31 00:34:00,2016-03-31 00:34:00,980.0,45.7,20.5,147.6,2.9,3.9
2016-03-31 00:35:00,2016-03-31 00:35:00,980.0,45.7,20.5,157.3,3.1,4.4
2016-03-31 00:36:00,2016-03-31 00:36:00,980.0,46.1,20.5,152.2,2.3,4.1
2016-03-31 00:37:00,2016-03-31 00:37:00,980.0,46.2,20.4,164.1,2.5,4.2
2016-03-31 00:38:00,2016-03-31 00:38:00,980.1,46.4,20.4,156.9,2.2,3.3
2016-03-31 00:39:00,2016-03-31 00:39:00,980.0,46.4,20.3,157.6,3.4,6.5
2016-03-31 00:40:00,2016-03-31 00:40:00,980.0,46.2,20.4,153.4,4.3,7.7
2016-03-31 00:41:00,2016-03-31 00:41:00,980.0,46.4,20.4,166.1,2.6,3.9
2016-03-31 00:42:00,2016-03-31 00:42:00,980.0,46.4,20.3,155.7,3.2,5.4
2016-03-31 00:43:00,2016-03-31 00:43:00,980.0,46.7,20.3,154.4,1.8,2.5
2016-03-31 00:44:00,2016-03-31 00:44:00,980.0,46.5,20.3,158.5,4.0,5.7
2016-03-31 00:45:00,2016-03-31 00:45:00,980.0,46.3,20.3,153.2,3.2,4.8
2016-03-31 00:46:00,2016-03-31 00:46:00,980.0,46.7,20.3,166.5,2.8,4.4
2016-03-31 00:47:00,2016-03-31 00:47:00,979.9,46.5,20.3,165.8,3.3,5.0
2016-03-31 00:48:00,2016-03-31 00:48:00,979.9,46.5,20.3,164.6,4.1,5.4
2016-03-31 00:49:00,2016-03-31 00:49:00,979.9,46.5,20.3,163.4,3.1,4.5
2016-03-31 00:50:00,2016-03-31 00:50:00,979.9,46.8,20.2,157.6,3.0,4.1
2016-03-31 00:51:00,2016-03-31 00:51:00,979.9,47.0,20.2,148.4,2.1,3.2
2016-03-31 00:52:00,2016-03-31 00:52:00,979.9,47.0,20.2,147.2,3.2,5.3
2016-03-31 00:53:00,2016-03-31 00:53:00,979.9,47.1,20.2,154.7,2.6,4.9
2016-03-31 00:54:00,2016-03-31 00:54:00,979.9,47.5,20.1,171.0,2.7,3.6
2016-03-31 00:55:00,2016-03-31 00:55:00,979.9,47.1,20.1,159.5,5.3,7.2
2016-03-31 00:56:00,2016-03-31 00:56:00,979.9,47.1,20.2,150.3,3.8,5.5
2016-03-31 00:57:00,2016-03-31 00:57:00,979.9,47.2,20.2,161.4,2.8,4.4
2016-03-31 00:58:00,2016-03-31 00:58:00,979.9,47.3,20.1,156.4,3.4,6.0
2016-03-31 00:59:00,2016-03-31 00:59:00,979.8,47.2,20.1,145.9,3.3,4.4
2016-03-31 01:00:00,2016-03-31 01:00:00,979.8,47.6,20.1,160.4,3.2,5.1
2016-03-31 01:01:00,2016-03-31 01:01:00,979.8,47.3,20.1,163.7,4.5,6.1
2016-03-31 01:02:00,2016-03-31 01:02:00,979.8,47.5,20.1,159.1,3.0,4.7
2016-03-31 01:03:00,2016-03-31 01:03:00,979.8,47.5,20.1,161.1,3.0,4.4
2016-03-31 01:04:00,2016-03-31 01:04:00,979.7,47.7,20.0,145.7,3.1,4.9
2016-03-31 01:05:00,2016-03-31 01:05:00,979.7,48.2,20.0,156.6,2.7,4.2
2016-03-31 01:06:00,2016-03-31 01:06:00,979.7,48.2,19.9,154.9,3.7,6.1
2016-03-31 01:07:00,2016-03-31 01:07:00,979.7,47.7,20.0,158.8,3.6,4.8
2016-03-31 01:08:00,2016-03-31 01:08:00,979.7,47.9,20.0,165.1,3.3,5.8
2016-03-31 01:09:00,2016-03-31 01:09:00,979.6,48.0,20.0,148.0,3.3,4.9
2016-03-31 01:10:00,2016-03-31 01:10:00,979.6,48.0,19.9,164.7,2.8,3.4
2016-03-31 01:11:00,2016-03-31 01:11:00,979.6,47.8,19.9,151.4,4.1,5.9
2016-03-31 01:12:00,2016-03-31 01:12:00,979.5,47.5,20.0,144.3,4.6,6.6
2016-03-31 01:13:00,2016-03-31 01:13:00,979.6,47.5,20.0,148.3,2.8,5.2
2016-03-31 01:14:00,2016-03-31 01:14:00,979.6,47.6,20.0,151.0,2.5,3.2
2016-03-31 01:15:00,2016-03-31 01:15:00,979.6,47.8,20.0,168.8,2.3,4.2
2016-03-31 01:16:00,2016-03-31 01:16:00,979.6,48.0,19.9,166.3,2.7,4.0
2016-03-31 01:17:00,2016-03-31 01:17:00,979.6,48.2,19.9,155.0,2.8,5.4
2016-03-31 01:18:00,2016-03-31 01:18:00,979.5,47.8,19.9,139.9,3.7,5.1
2016-03-31 01:19:00,2016-03-31 01:19:00,979.5,47.9,19.9,157.0,3.1,6.0
2016-03-31 01:20:00,2016-03-31 01:20:00,979.5,47.6,20.0,155.4,4.2,6.6
2016-03-31 01:21:00,2016-03-31 01:21:00,979.5,47.6,20.0,152.7,3.2,4.1
2016-03-31 01:22:00,2016-03-31 01:22:00,979.5,47.7,20.0,155.0,2.3,3.4
2016-03-31 01:23:00,2016-03-31 01:23:00,979.5,48.1,19.9,163.6,2.8,5.5
2016-03-31 01:24:00,2016-03-31 01:24:00,979.5,47.5,19.9,154.3,4.0,6.1
2016-03-31 01:25:00,2016-03-31 01:25:00,979.5,47.4,20.0,148.0,3.6,5.4
2016-03-31 01:26:00,2016-03-31 01:26:00,979.5,47.4,20.0,141.1,4.3,7.3
2016-03-31 01:27:00,2016-03-31 01:27:00,979.5,47.4,20.0,156.5,3.6,6.0
2016-03-31 01:28:00,2016-03-31 01:28:00,979.5,47.7,19.9,158.3,2.4,3.6
2016-03-31 01:29:00,2016-03-31 01:29:00,979.5,47.2,19.9,167.2,5.0,7.4
2016-03-31 01:30:00,2016-03-31 01:30:00,979.4,46.7,20.0,151.1,5.2,7.1
2016-03-31 01:31:00,2016-03-31 01:31:00,979.5,46.6,20.1,167.3,4.7,5.8
2016-03-31 01:32:00,2016-03-31 01:32:00,979.5,46.7,20.1,163.7,3.5,4.5
2016-03-31 01:33:00,2016-03-31 01:33:00,979.5,46.8,20.0,150.4,2.9,4.7
2016-03-31 01:34:00,2016-03-31 01:34:00,979.5,46.8,20.0,153.5,3.5,5.2
2016-03-31 01:35:00,2016-03-31 01:35:00,979.5,47.1,20.0,167.9,3.1,4.7
2016-03-31 01:36:00,2016-03-31 01:36:00,979.5,46.8,20.0,155.7,3.8,5.9
2016-03-31 01:37:00,2016-03-31 01:37:00,979.5,46.8,20.0,155.8,4.3,7.1
2016-03-31 01:38:00,2016-03-31 01:38:00,979.5,46.1,20.0,152.3,5.1,8.6
2016-03-31 01:39:00,2016-03-31 01:39:00,979.5,46.1,20.1,143.2,3.6,5.3
2016-03-31 01:40:00,2016-03-31 01:40:00,979.4,46.4,20.1,159.5,4.0,6.2
2016-03-31 01:41:00,2016-03-31 01:41:00,979.4,46.0,20.1,161.2,5.0,7.0
2016-03-31 01:42:00,2016-03-31 01:42:00,979.3,45.9,20.1,163.2,3.8,5.3
2016-03-31 01:43:00,2016-03-31 01:43:00,979.3,46.2,20.1,164.2,3.2,4.8
2016-03-31 01:44:00,2016-03-31 01:44:00,979.3,46.1,20.0,152.2,4.2,6.3
2016-03-31 01:45:00,2016-03-31 01:45:00,979.3,46.2,20.0,162.9,3.9,6.0
2016-03-31 01:46:00,2016-03-31 01:46:00,979.3,45.8,20.0,145.7,4.7,9.2
2016-03-31 01:47:00,2016-03-31 01:47:00,979.3,45.4,20.1,149.7,5.5,8.0
2016-03-31 01:48:00,2016-03-31 01:48:00,979.4,45.4,20.1,163.6,4.1,7.4
2016-03-31 01:49:00,2016-03-31 01:49:00,979.3,45.1,20.1,155.4,5.3,8.6
2016-03-31 01:50:00,2016-03-31 01:50:00,979.3,45.4,20.1,157.0,3.5,5.2
2016-03-31 01:51:00,2016-03-31 01:51:00,979.2,45.4,20.1,158.1,4.2,7.7
2016-03-31 01:52:00,2016-03-31 01:52:00,979.2,45.3,20.1,150.3,4.6,6.3
2016-03-31 01:53:00,2016-03-31 01:53:00,979.2,45.6,20.1,165.2,3.3,5.6
2016-03-31 01:54:00,2016-03-31 01:54:00,979.3,45.4,20.0,164.5,3.9,5.7
2016-03-31 01:55:00,2016-03-31 01:55:00,979.3,45.7,20.0,161.0,3.0,4.3
2016-03-31 01:56:00,2016-03-31 01:56:00,979.3,45.8,20.0,158.4,3.5,5.1
2016-03-31 01:57:00,2016-03-31 01:57:00,979.3,45.7,19.9,154.7,4.0,6.2
2016-03-31 01:58:00,2016-03-31 01:58:00,979.3,45.5,20.0,160.0,3.9,7.3
2016-03-31 01:59:00,2016-03-31 01:59:00,979.3,45.1,19.9,163.9,6.3,8.6
2016-03-31 02:00:00,2016-03-31 02:00:00,979.3,45.4,20.0,149.5,4.4,6.3
2016-03-31 02:01:00,2016-03-31 02:01:00,979.3,45.0,20.0,159.8,5.2,8.1
2016-03-31 02:02:00,2016-03-31 02:02:00,979.3,45.2,20.0,160.4,3.9,6.4
2016-03-31 02:03:00,2016-03-31 02:03:00,979.3,44.9,20.0,155.4,4.9,7.3
2016-03-31 02:04:00,2016-03-31 02:04:00,979.3,45.0,20.0,163.1,3.1,4.3
2016-03-31 02:05:00,2016-03-31 02:05:00,979.3,45.1,19.9,160.1,4.3,5.9
2016-03-31 02:06:00,2016-03-31 02:06:00,979.4,44.8,19.9,160.4,5.4,8.3
2016-03-31 02:07:00,2016-03-31 02:07:00,979.4,45.0,20.0,156.8,3.4,5.2
2016-03-31 02:08:00,2016-03-31 02:08:00,979.3,45.1,19.9,164.7,3.7,8.0
2016-03-31 02:09:00,2016-03-31 02:09:00,979.3,44.8,19.9,166.1,4.1,5.5
2016-03-31 02:10:00,2016-03-31 02:10:00,979.3,45.0,19.9,169.7,2.9,4.2
2016-03-31 02:11:00,2016-03-31 02:11:00,979.4,45.2,19.9,156.8,3.3,7.6
2016-03-31 02:12:00,2016-03-31 02:12:00,979.3,44.7,19.9,155.4,4.9,6.4
2016-03-31 02:13:00,2016-03-31 02:13:00,979.3,44.6,19.9,162.3,4.7,7.2
2016-03-31 02:14:00,2016-03-31 02:14:00,979.3,44.4,20.0,159.3,5.5,7.7
2016-03-31 02:15:00,2016-03-31 02:15:00,979.3,44.5,20.0,152.0,3.1,5.0
2016-03-31 02:16:00,2016-03-31 02:16:00,979.3,44.5,20.0,160.6,4.5,8.0
2016-03-31 02:17:00,2016-03-31 02:17:00,979.3,44.5,19.9,154.2,4.8,7.4
2016-03-31 02:18:00,2016-03-31 02:18:00,979.2,44.6,19.9,158.8,3.2,5.7
2016-03-31 02:19:00,2016-03-31 02:19:00,979.3,44.8,19.9,156.8,2.9,4.0
2016-03-31 02:20:00,2016-03-31 02:20:00,979.3,44.8,19.9,166.0,4.1,6.1
2016-03-31 02:21:00,2016-03-31 02:21:00,979.3,44.9,19.9,162.4,4.7,6.2
2016-03-31 02:22:00,2016-03-31 02:22:00,979.3,45.1,19.8,167.8,3.2,4.3
2016-03-31 02:23:00,2016-03-31 02:23:00,979.3,45.3,19.8,156.7,3.3,5.0
2016-03-31 02:24:00,2016-03-31 02:24:00,979.4,45.5,19.8,166.4,2.6,4.1
2016-03-31 02:25:00,2016-03-31 02:25:00,979.4,45.4,19.7,170.4,3.7,5.6
2016-03-31 02:26:00,2016-03-31 02:26:00,979.4,45.2,19.7,155.0,3.0,6.2
2016-03-31 02:27:00,2016-03-31 02:27:00,979.3,44.8,19.8,147.0,3.8,5.3
2016-03-31 02:28:00,2016-03-31 02:28:00,979.3,44.8,19.8,154.0,4.2,7.2
2016-03-31 02:29:00,2016-03-31 02:29:00,979.3,44.7,19.8,160.7,5.1,7.4
2016-03-31 02:30:00,2016-03-31 02:30:00,979.3,45.2,19.8,147.7,3.2,5.8
2016-03-31 02:31:00,2016-03-31 02:31:00,979.3,45.3,19.8,149.0,3.4,6.4
2016-03-31 02:32:00,2016-03-31 02:32:00,979.3,45.2,19.7,152.1,3.5,5.4
2016-03-31 02:33:00,2016-03-31 02:33:00,979.3,45.3,19.7,161.6,3.7,5.4
2016-03-31 02:34:00,2016-03-31 02:34:00,979.3,45.3,19.7,152.7,3.3,4.3
2016-03-31 02:35:00,2016-03-31 02:35:00,979.3,45.3,19.7,164.9,3.3,5.1
2016-03-31 02:36:00,2016-03-31 02:36:00,979.2,45.7,19.7,151.0,2.7,4.1
2016-03-31 02:37:00,2016-03-31 02:37:00,979.2,45.1,19.7,165.3,3.9,6.6
2016-03-31 02:38:00,2016-03-31 02:38:00,979.1,44.9,19.7,146.7,4.5,5.8
2016-03-31 02:39:00,2016-03-31 02:39:00,979.1,44.7,19.8,145.9,3.9,5.1
2016-03-31 02:40:00,2016-03-31 02:40:00,979.1,45.0,19.8,149.1,3.1,5.5
2016-03-31 02:41:00,2016-03-31 02:41:00,979.1,44.9,19.8,156.8,3.9,8.2
2016-03-31 02:42:00,2016-03-31 02:42:00,979.0,44.9,19.8,138.1,4.5,6.3
2016-03-31 02:43:00,2016-03-31 02:43:00,979.0,44.6,19.8,150.9,4.1,6.1
2016-03-31 02:44:00,2016-03-31 02:44:00,979.0,44.5,19.8,155.3,3.9,6.1
2016-03-31 02:45:00,2016-03-31 02:45:00,979.0,44.3,19.8,147.6,4.9,8.5
2016-03-31 02:46:00,2016-03-31 02:46:00,979.0,44.1,19.9,145.3,5.0,7.6
2016-03-31 02:47:00,2016-03-31 02:47:00,979.0,44.2,19.9,155.5,3.8,6.2
2016-03-31 02:48:00,2016-03-31 02:48:00,978.9,44.4,19.9,146.2,3.4,4.6
2016-03-31 02:49:00,2016-03-31 02:49:00,978.7,44.5,19.8,139.2,5.4,7.8
2016-03-31 02:50:00,2016-03-31 02:50:00,978.5,44.5,19.8,135.4,5.9,7.7
2016-03-31 02:51:00,2016-03-31 02:51:00,978.2,44.4,19.8,136.1,6.6,9.0
2016-03-31 02:52:00,2016-03-31 02:52:00,978.2,44.8,19.8,134.9,6.3,7.9
2016-03-31 02:53:00,2016-03-31 02:53:00,978.4,46.2,19.7,152.5,3.7,5.0
2016-03-31 02:54:00,2016-03-31 02:54:00,978.5,46.7,19.6,149.3,3.7,5.5
2016-03-31 02:55:00,2016-03-31 02:55:00,978.6,46.4,19.5,155.9,3.8,5.8
2016-03-31 02:56:00,2016-03-31 02:56:00,978.6,46.5,19.5,148.2,4.1,6.5
2016-03-31 02:57:00,2016-03-31 02:57:00,978.6,46.8,19.5,147.7,3.5,5.4
2016-03-31 02:58:00,2016-03-31 02:58:00,978.5,46.7,19.4,151.5,3.4,4.3
2016-03-31 02:59:00,2016-03-31 02:59:00,978.6,46.6,19.4,164.0,4.2,7.2
2016-03-31 03:00:00,2016-03-31 03:00:00,978.6,46.3,19.5,156.4,4.4,6.6
2016-03-31 03:01:00,2016-03-31 03:01:00,978.7,46.0,19.5,157.4,4.2,6.2
2016-03-31 03:02:00,2016-03-31 03:02:00,978.6,45.8,19.6,157.9,5.2,8.6
2016-03-31 03:03:00,2016-03-31 03:03:00,978.7,45.9,19.6,159.0,4.7,7.2
2016-03-31 03:04:00,2016-03-31 03:04:00,978.6,46.0,19.6,153.5,3.0,4.2
2016-03-31 03:05:00,2016-03-31 03:05:00,978.7,46.4,19.5,166.3,3.0,5.0
2016-03-31 03:06:00,2016-03-31 03:06:00,978.7,46.5,19.5,158.8,3.6,5.7
2016-03-31 03:07:00,2016-03-31 03:07:00,978.7,46.1,19.5,157.9,4.4,6.7
2016-03-31 03:08:00,2016-03-31 03:08:00,978.7,45.9,19.6,148.0,4.6,6.6
2016-03-31 03:09:00,2016-03-31 03:09:00,978.6,46.0,19.6,151.1,4.6,8.8
2016-03-31 03:10:00,2016-03-31 03:10:00,978.6,46.3,19.5,156.1,3.3,4.5
2016-03-31 03:11:00,2016-03-31 03:11:00,978.6,46.1,19.5,153.0,4.6,7.0
2016-03-31 03:12:00,2016-03-31 03:12:00,978.6,46.0,19.5,150.7,4.7,7.8
2016-03-31 03:13:00,2016-03-31 03:13:00,978.7,45.9,19.5,160.0,4.6,8.1
2016-03-31 03:14:00,2016-03-31 03:14:00,978.8,45.9,19.5,159.1,4.2,6.4
2016-03-31 03:15:00,2016-03-31 03:15:00,978.8,45.6,19.6,156.0,4.3,6.6
2016-03-31 03:16:00,2016-03-31 03:16:00,978.8,45.7,19.6,145.7,5.2,7.1
2016-03-31 03:17:00,2016-03-31 03:17:00,978.9,46.1,19.6,156.4,3.6,5.2
2016-03-31 03:18:00,2016-03-31 03:18:00,978.9,46.2,19.5,165.7,3.9,7.0
2016-03-31 03:19:00,2016-03-31 03:19:00,978.9,45.7,19.5,168.2,5.1,7.2
2016-03-31 03:20:00,2016-03-31 03:20:00,978.9,45.2,19.6,163.2,5.0,7.7
2016-03-31 03:21:00,2016-03-31 03:21:00,978.8,45.6,19.6,160.2,3.5,5.8
2016-03-31 03:22:00,2016-03-31 03:22:00,978.8,45.2,19.6,161.2,5.0,7.2
2016-03-31 03:23:00,2016-03-31 03:23:00,978.9,45.3,19.7,167.1,4.3,5.8
2016-03-31 03:24:00,2016-03-31 03:24:00,978.9,45.3,19.7,165.2,4.7,6.6
2016-03-31 03:25:00,2016-03-31 03:25:00,978.9,45.3,19.7,166.6,4.4,6.6
2016-03-31 03:26:00,2016-03-31 03:26:00,978.8,45.1,19.7,159.1,4.9,7.0
2016-03-31 03:27:00,2016-03-31 03:27:00,978.9,45.0,19.7,165.5,4.1,5.9
2016-03-31 03:28:00,2016-03-31 03:28:00,978.9,45.1,19.7,160.2,3.6,5.6
2016-03-31 03:29:00,2016-03-31 03:29:00,978.9,45.3,19.7,166.2,3.3,5.4
2016-03-31 03:30:00,2016-03-31 03:30:00,978.8,45.4,19.7,164.0,3.9,6.8
2016-03-31 03:31:00,2016-03-31 03:31:00,978.8,45.4,19.7,165.4,4.6,6.4
2016-03-31 03:32:00,2016-03-31 03:32:00,978.8,45.6,19.7,158.8,3.4,5.4
2016-03-31 03:33:00,2016-03-31 03:33:00,978.8,45.3,19.7,159.7,4.4,7.2
2016-03-31 03:34:00,2016-03-31 03:34:00,978.8,45.7,19.7,160.2,3.2,4.6
2016-03-31 03:35:00,2016-03-31 03:35:00,978.8,45.7,19.6,171.1,3.5,5.7
2016-03-31 03:36:00,2016-03-31 03:36:00,978.8,45.8,19.6,158.8,3.5,4.7
2016-03-31 03:37:00,2016-03-31 03:37:00,978.8,45.6,19.6,168.4,4.5,8.8
2016-03-31 03:38:00,2016-03-31 03:38:00,978.8,45.4,19.7,159.4,5.3,7.8
2016-03-31 03:39:00,2016-03-31 03:39:00,978.8,45.6,19.7,163.3,3.4,4.7
2016-03-31 03:40:00,2016-03-31 03:40:00,978.7,45.4,19.7,168.5,5.2,8.4
2016-03-31 03:41:00,2016-03-31 03:41:00,978.7,45.4,19.7,160.7,5.1,7.5
2016-03-31 03:42:00,2016-03-31 03:42:00,978.7,45.1,19.7,153.5,5.5,7.6
2016-03-31 03:43:00,2016-03-31 03:43:00,978.7,45.4,19.8,158.9,3.6,7.1
2016-03-31 03:44:00,2016-03-31 03:44:00,978.7,45.5,19.7,145.7,4.9,9.6
2016-03-31 03:45:00,2016-03-31 03:45:00,978.7,45.6,19.7,158.6,4.5,7.0
2016-03-31 03:46:00,2016-03-31 03:46:00,978.7,45.8,19.7,155.9,3.0,5.2
2016-03-31 03:47:00,2016-03-31 03:47:00,978.7,45.6,19.7,171.2,4.7,7.1
2016-03-31 03:48:00,2016-03-31 03:48:00,978.7,45.6,19.7,169.2,4.3,5.8
2016-03-31 03:49:00,2016-03-31 03:49:00,978.7,45.6,19.7,166.5,4.1,5.9
2016-03-31 03:50:00,2016-03-31 03:50:00,978.7,45.5,19.7,153.9,5.4,8.2
2016-03-31 03:51:00,2016-03-31 03:51:00,978.7,45.6,19.7,160.7,4.7,8.3
2016-03-31 03:52:00,2016-03-31 03:52:00,978.7,45.5,19.7,161.7,4.7,6.4
2016-03-31 03:53:00,2016-03-31 03:53:00,978.7,45.8,19.7,161.5,3.4,5.7
2016-03-31 03:54:00,2016-03-31 03:54:00,978.7,45.8,19.7,166.7,4.5,6.4
2016-03-31 03:55:00,2016-03-31 03:55:00,978.7,45.9,19.7,163.4,4.5,6.5
2016-03-31 03:56:00,2016-03-31 03:56:00,978.8,45.9,19.7,160.9,4.1,6.5
2016-03-31 03:57:00,2016-03-31 03:57:00,978.8,46.0,19.7,170.6,2.7,3.5
2016-03-31 03:58:00,2016-03-31 03:58:00,978.8,46.3,19.7,175.4,3.2,6.8
2016-03-31 03:59:00,2016-03-31 03:59:00,978.8,46.0,19.7,153.8,5.4,9.1
2016-03-31 04:00:00,2016-03-31 04:00:00,978.8,45.9,19.7,166.1,4.9,8.0
2016-03-31 04:01:00,2016-03-31 04:01:00,978.8,45.5,19.8,172.2,6.3,10.1
2016-03-31 04:02:00,2016-03-31 04:02:00,978.8,45.4,19.8,163.2,4.8,8.8
2016-03-31 04:03:00,2016-03-31 04:03:00,978.7,45.4,19.8,166.8,4.3,6.1
2016-03-31 04:04:00,2016-03-31 04:04:00,978.8,45.7,19.8,163.6,3.8,5.3
2016-03-31 04:05:00,2016-03-31 04:05:00,978.8,45.9,19.7,178.0,4.8,7.4
2016-03-31 04:06:00,2016-03-31 04:06:00,978.8,46.0,19.7,169.3,3.7,5.6
2016-03-31 04:07:00,2016-03-31 04:07:00,978.8,46.1,19.7,164.4,3.8,5.3
2016-03-31 04:09:00,2016-03-31 04:09:00,978.7,45.9,19.7,162.9,4.8,6.9
2016-03-31 04:10:00,2016-03-31 04:10:00,978.6,45.9,19.7,162.0,4.6,6.0
2016-03-31 04:11:00,2016-03-31 04:11:00,978.5,46.0,19.7,159.5,4.5,7.3
2016-03-31 04:12:00,2016-03-31 04:12:00,978.5,46.3,19.7,167.6,3.2,4.9
2016-03-31 04:13:00,2016-03-31 04:13:00,978.5,46.2,19.7,169.3,5.0,7.1
2016-03-31 04:14:00,2016-03-31 04:14:00,978.4,46.1,19.7,157.8,5.1,7.8
2016-03-31 04:15:00,2016-03-31 04:15:00,978.5,46.3,19.7,165.7,3.8,5.3
2016-03-31 04:16:00,2016-03-31 04:16:00,978.5,46.4,19.7,159.1,4.1,8.5
2016-03-31 04:17:00,2016-03-31 04:17:00,978.5,46.3,19.7,165.2,4.9,7.0
2016-03-31 04:18:00,2016-03-31 04:18:00,978.5,46.4,19.7,173.8,4.7,6.9
2016-03-31 04:19:00,2016-03-31 04:19:00,978.4,46.5,19.7,147.8,4.3,6.7
2016-03-31 04:20:00,2016-03-31 04:20:00,978.3,46.4,19.7,154.8,5.2,8.0
2016-03-31 04:21:00,2016-03-31 04:21:00,978.3,46.5,19.7,154.0,4.7,5.9
2016-03-31 04:22:00,2016-03-31 04:22:00,978.4,46.4,19.7,174.7,5.4,7.1
2016-03-31 04:23:00,2016-03-31 04:23:00,978.4,46.7,19.7,164.6,3.9,6.2
2016-03-31 04:24:00,2016-03-31 04:24:00,978.4,46.8,19.6,165.8,3.8,5.5
2016-03-31 04:25:00,2016-03-31 04:25:00,978.4,47.0,19.6,172.4,2.8,4.7
2016-03-31 04:26:00,2016-03-31 04:26:00,978.5,47.1,19.6,170.1,3.8,7.0
2016-03-31 04:27:00,2016-03-31 04:27:00,978.5,46.9,19.6,183.4,4.9,6.6
2016-03-31 04:28:00,2016-03-31 04:28:00,978.5,46.8,19.6,159.2,4.4,7.0
2016-03-31 04:29:00,2016-03-31 04:29:00,978.5,46.8,19.6,170.2,4.0,5.4
2016-03-31 04:30:00,2016-03-31 04:30:00,978.5,46.7,19.6,163.9,4.4,7.2
2016-03-31 04:31:00,2016-03-31 04:31:00,978.4,46.6,19.7,168.5,5.2,6.9
2016-03-31 04:32:00,2016-03-31 04:32:00,978.4,46.8,19.7,164.1,3.8,6.2
2016-03-31 04:33:00,2016-03-31 04:33:00,978.5,46.9,19.7,169.1,3.8,5.3
2016-03-31 04:34:00,2016-03-31 04:34:00,978.5,46.9,19.7,158.3,5.3,8.7
2016-03-31 04:35:00,2016-03-31 04:35:00,978.5,46.7,19.7,173.0,5.3,7.7
2016-03-31 04:36:00,2016-03-31 04:36:00,978.5,46.7,19.7,163.1,4.4,6.4
2016-03-31 04:37:00,2016-03-31 04:37:00,978.5,46.7,19.7,166.5,4.1,5.5
2016-03-31 04:38:00,2016-03-31 04:38:00,978.6,46.9,19.7,166.1,3.9,5.6
2016-03-31 04:39:00,2016-03-31 04:39:00,978.6,46.9,19.7,168.5,4.1,7.5
