,DATE,P,RH,T,WD,WS,WSMAX
2016-03-31 21:15:00,2016-03-31 21:15:00,972.4,79.3,21.1,170.6,2.5,3.6
2016-03-31 21:16:00,2016-03-31 21:16:00,972.4,78.5,21.2,146.7,2.8,3.3
2016-03-31 21:17:00,2016-03-31 21:17:00,972.5,78.2,21.3,160.2,2.6,3.6
2016-03-31 21:18:00,2016-03-31 21:18:00,972.4,78.3,21.4,169.0,2.8,3.5
2016-03-31 21:19:00,2016-03-31 21:19:00,972.4,78.3,21.4,163.2,2.5,3.6
2016-03-31 21:20:00,2016-03-31 21:20:00,972.4,78.1,21.5,152.1,2.1,2.8
2016-03-31 21:21:00,2016-03-31 21:21:00,972.4,77.8,21.6,145.2,3.0,4.3
2016-03-31 21:22:00,2016-03-31 21:22:00,972.5,77.7,21.5,165.8,3.5,4.9
2016-03-31 21:23:00,2016-03-31 21:23:00,972.4,78.0,21.5,150.2,2.4,3.5
2016-03-31 21:24:00,2016-03-31 21:24:00,972.4,77.8,21.5,155.4,2.7,4.3
2016-03-31 21:25:00,2016-03-31 21:25:00,972.4,77.8,21.5,177.1,3.3,5.5
2016-03-31 21:26:00,2016-03-31 21:26:00,972.4,78.1,21.5,169.5,2.3,3.4
2016-03-31 21:27:00,2016-03-31 21:27:00,972.3,78.5,21.6,159.6,2.0,3.3
2016-03-31 21:28:00,2016-03-31 21:28:00,972.3,77.3,21.7,174.0,3.5,5.1
2016-03-31 21:29:00,2016-03-31 21:29:00,972.2,76.7,21.7,161.1,4.2,5.5
2016-03-31 21:30:00,2016-03-31 21:30:00,972.2,77.5,21.7,163.7,2.7,3.2
2016-03-31 21:31:00,2016-03-31 21:31:00,972.2,77.2,21.8,166.1,3.9,5.3
2016-03-31 21:32:00,2016-03-31 21:32:00,972.2,77.1,21.8,167.2,3.7,5.2
2016-03-31 21:33:00,2016-03-31 21:33:00,972.2,77.5,21.8,154.2,3.1,3.8
2016-03-31 21:34:00,2016-03-31 21:34:00,972.2,77.1,21.8,150.9,3.6,4.6
2016-03-31 21:35:00,2016-03-31 21:35:00,972.2,77.1,21.8,163.1,3.7,5.3
2016-03-31 21:36:00,2016-03-31 21:36:00,972.1,77.1,21.8,181.1,4.4,6.3
2016-03-31 21:37:00,2016-03-31 21:37:00,972.1,77.2,21.9,156.9,3.4,4.9
2016-03-31 21:38:00,2016-03-31 21:38:00,972.0,77.0,22.0,156.6,3.3,4.1
2016-03-31 21:39:00,2016-03-31 21:39:00,972.0,76.9,22.2,163.2,2.5,3.4
2016-03-31 21:40:00,2016-03-31 21:40:00,972.0,76.1,22.3,158.9,3.0,4.1
2016-03-31 21:41:00,2016-03-31 21:41:00,972.0,75.9,22.4,174.8,2.8,3.9
2016-03-31 21:42:00,2016-03-31 21:42:00,972.0,75.5,22.4,177.1,4.1,5.7
2016-03-31 21:43:00,2016-03-31 21:43:00,972.0,75.5,22.3,174.8,3.5,4.3
2016-03-31 21:44:00,2016-03-31 21:44:00,972.0,75.5,22.3,172.8,3.5,4.4
2016-03-31 21:45:00,2016-03-31 21:45:00,972.0,75.7,22.2,170.0,4.4,7.3
2016-03-31 21:46:00,2016-03-31 21:46:00,971.9,75.7,22.2,165.9,4.9,7.6
2016-03-31 21:47:00,2016-03-31 21:47:00,971.9,75.5,22.2,153.7,5.4,7.8
2016-03-31 21:48:00,2016-03-31 21:48:00,971.9,75.9,22.1,173.2,3.4,5.1
2016-03-31 21:49:00,2016-03-31 21:49:00,971.9,76.0,22.2,167.0,2.7,3.4
2016-03-31 21:50:00,2016-03-31 21:50:00,971.9,75.9,22.2,173.3,3.1,5.5
2016-03-31 21:51:00,2016-03-31 21:51:00,971.8,76.0,22.4,171.2,3.1,4.9
2016-03-31 21:52:00,2016-03-31 21:52:00,971.8,75.0,22.5,165.8,4.5,6.5
2016-03-31 21:53:00,2016-03-31 21:53:00,971.9,74.8,22.5,179.6,4.6,6.3
2016-03-31 21:54:00,2016-03-31 21:54:00,971.9,74.4,22.5,165.2,5.0,6.3
2016-03-31 21:55:00,2016-03-31 21:55:00,971.9,74.8,22.4,161.7,4.5,6.4
2016-03-31 21:56:00,2016-03-31 21:56:00,972.0,75.4,22.3,181.0,3.7,5.3
2016-03-31 21:57:00,2016-03-31 21:57:00,971.9,75.4,22.3,157.1,4.5,7.0
2016-03-31 21:58:00,2016-03-31 21:58:00,971.9,75.7,22.3,173.6,4.0,6.0
2016-03-31 21:59:00,2016-03-31 21:59:00,971.9,75.9,22.3,161.0,3.1,5.0
2016-03-31 22:00:00,2016-03-31 22:00:00,971.8,75.7,22.3,164.2,4.0,6.2
2016-03-31 22:01:00,2016-03-31 22:01:00,971.8,75.6,22.3,178.6,4.2,6.4
2016-03-31 22:02:00,2016-03-31 22:02:00,971.7,75.7,22.3,173.4,4.2,5.9
2016-03-31 22:03:00,2016-03-31 22:03:00,971.7,76.0,22.4,172.0,3.2,4.7
2016-03-31 22:04:00,2016-03-31 22:04:00,971.6,75.6,22.6,174.7,2.9,4.3
2016-03-31 22:05:00,2016-03-31 22:05:00,971.5,75.0,22.9,156.2,3.8,7.1
2016-03-31 22:06:00,2016-03-31 22:06:00,971.5,74.3,23.0,162.0,3.5,4.8
2016-03-31 22:07:00,2016-03-31 22:07:00,971.5,73.6,23.0,177.1,3.6,6.3
2016-03-31 22:08:00,2016-03-31 22:08:00,971.5,73.8,22.9,163.0,3.7,5.3
2016-03-31 22:09:00,2016-03-31 22:09:00,971.5,73.9,22.8,176.8,4.8,7.1
2016-03-31 22:10:00,2016-03-31 22:10:00,971.4,74.5,22.6,163.0,3.5,6.0
2016-03-31 22:11:00,2016-03-31 22:11:00,971.4,74.7,22.4,162.1,5.4,7.8
2016-03-31 22:12:00,2016-03-31 22:12:00,971.4,75.4,22.3,164.2,4.9,8.1
2016-03-31 22:13:00,2016-03-31 22:13:00,971.5,76.0,22.1,174.9,4.2,5.4
2016-03-31 22:14:00,2016-03-31 22:14:00,971.5,76.5,22.1,175.1,4.3,5.7
2016-03-31 22:15:00,2016-03-31 22:15:00,971.4,76.6,22.0,169.8,5.4,8.2
2016-03-31 22:16:00,2016-03-31 22:16:00,971.4,76.9,21.9,166.7,4.3,6.7
2016-03-31 22:17:00,2016-03-31 22:17:00,971.5,77.2,21.9,177.2,4.4,7.0
2016-03-31 22:18:00,2016-03-31 22:18:00,971.5,77.5,21.8,177.1,4.7,6.4
2016-03-31 22:19:00,2016-03-31 22:19:00,971.6,77.5,21.8,175.7,4.7,7.8
2016-03-31 22:20:00,2016-03-31 22:20:00,971.6,77.7,21.8,173.9,3.9,5.1
2016-03-31 22:21:00,2016-03-31 22:21:00,971.6,77.7,21.8,174.5,4.0,5.3
2016-03-31 22:22:00,2016-03-31 22:22:00,971.5,77.9,21.8,174.1,4.0,5.7
2016-03-31 22:23:00,2016-03-31 22:23:00,971.6,77.8,21.8,173.9,5.1,6.8
2016-03-31 22:24:00,2016-03-31 22:24:00,971.5,78.1,21.8,170.1,4.7,7.5
2016-03-31 22:25:00,2016-03-31 22:25:00,971.6,78.2,21.8,183.7,4.2,6.6
2016-03-31 22:26:00,2016-03-31 22:26:00,971.5,78.2,21.9,172.0,3.8,5.8
2016-03-31 22:27:00,2016-03-31 22:27:00,971.5,77.6,22.0,165.7,4.1,5.6
2016-03-31 22:28:00,2016-03-31 22:28:00,971.4,77.5,22.1,168.3,2.9,4.1
2016-03-31 22:29:00,2016-03-31 22:29:00,971.4,77.4,22.2,182.2,2.7,3.5
2016-03-31 22:30:00,2016-03-31 22:30:00,971.4,77.5,22.3,162.0,1.9,2.9
2016-03-31 22:31:00,2016-03-31 22:31:00,971.5,76.5,22.4,173.6,3.1,5.6
2016-03-31 22:32:00,2016-03-31 22:32:00,971.5,76.3,22.4,162.7,2.9,4.3
2016-03-31 22:33:00,2016-03-31 22:33:00,971.5,76.6,22.5,162.0,2.4,3.3
2016-03-31 22:34:00,2016-03-31 22:34:00,971.5,76.2,22.5,164.2,3.2,5.1
2016-03-31 22:35:00,2016-03-31 22:35:00,971.5,76.1,22.5,152.9,2.7,4.5
2016-03-31 22:36:00,2016-03-31 22:36:00,971.5,76.1,22.5,176.9,3.4,4.8
2016-03-31 22:37:00,2016-03-31 22:37:00,971.5,75.9,22.4,167.4,4.7,6.0
2016-03-31 22:38:00,2016-03-31 22:38:00,971.4,76.5,22.3,158.4,3.8,4.7
2016-03-31 22:39:00,2016-03-31 22:39:00,971.4,76.5,22.3,174.6,3.5,5.1
2016-03-31 22:40:00,2016-03-31 22:40:00,971.4,77.1,22.3,150.2,2.3,3.5
2016-03-31 22:41:00,2016-03-31 22:41:00,971.4,76.9,22.3,161.9,3.0,4.6
2016-03-31 22:42:00,2016-03-31 22:42:00,971.5,76.6,22.3,160.3,3.5,4.5
2016-03-31 22:43:00,2016-03-31 22:43:00,971.5,76.8,22.3,168.5,4.0,5.6
2016-03-31 22:44:00,2016-03-31 22:44:00,971.5,77.0,22.2,164.7,3.5,4.7
2016-03-31 22:45:00,2016-03-31 22:45:00,971.4,77.1,22.3,135.7,2.9,4.9
2016-03-31 22:46:00,2016-03-31 22:46:00,971.3,77.1,22.3,152.4,3.2,4.8
2016-03-31 22:47:00,2016-03-31 22:47:00,971.3,77.3,22.3,162.8,2.6,4.0
2016-03-31 22:48:00,2016-03-31 22:48:00,971.3,77.2,22.3,156.4,2.8,4.9
2016-03-31 22:49:00,2016-03-31 22:49:00,971.3,77.5,22.2,156.3,2.0,2.8
2016-03-31 22:50:00,2016-03-31 22:50:00,971.3,77.7,22.2,174.8,3.2,4.8
2016-03-31 22:51:00,2016-03-31 22:51:00,971.3,77.9,22.1,146.0,3.1,4.6
2016-03-31 22:52:00,2016-03-31 22:52:00,971.2,77.9,22.1,148.0,2.7,4.1
2016-03-31 22:53:00,2016-03-31 22:53:00,971.2,78.1,22.1,145.9,2.4,3.1
2016-03-31 22:54:00,2016-03-31 22:54:00,971.1,78.4,22.1,153.8,1.5,2.0
2016-03-31 22:55:00,2016-03-31 22:55:00,971.1,78.5,22.0,157.9,1.7,2.5
2016-03-31 22:56:00,2016-03-31 22:56:00,971.2,78.8,22.0,141.1,2.1,2.9
2016-03-31 22:57:00,2016-03-31 22:57:00,971.2,78.9,21.9,146.5,2.9,4.3
2016-03-31 22:58:00,2016-03-31 22:58:00,971.2,78.9,21.9,134.5,3.3,4.2
2016-03-31 22:59:00,2016-03-31 22:59:00,971.3,79.3,21.9,146.9,2.3,3.9
2016-03-31 23:00:00,2016-03-31 23:00:00,971.3,79.5,21.8,148.4,2.4,3.9
2016-03-31 23:01:00,2016-03-31 23:01:00,971.3,79.8,21.8,157.6,1.8,2.6
2016-03-31 23:02:00,2016-03-31 23:02:00,971.3,79.9,21.8,164.5,2.1,3.7
2016-03-31 23:03:00,2016-03-31 23:03:00,971.4,79.7,21.8,165.7,2.3,3.3
2016-03-31 23:04:00,2016-03-31 23:04:00,971.4,79.8,21.8,170.5,2.0,2.5
2016-03-31 23:05:00,2016-03-31 23:05:00,971.3,79.9,21.8,154.3,2.5,3.9
2016-03-31 23:06:00,2016-03-31 23:06:00,971.3,79.8,21.8,159.2,2.3,4.2
2016-03-31 23:07:00,2016-03-31 23:07:00,971.3,80.0,21.9,151.3,1.9,3.2
2016-03-31 23:08:00,2016-03-31 23:08:00,971.2,79.7,21.9,133.5,3.4,4.4
2016-03-31 23:09:00,2016-03-31 23:09:00,971.2,79.4,21.9,168.4,4.2,5.3
2016-03-31 23:10:00,2016-03-31 23:10:00,971.2,79.4,22.0,177.3,4.1,6.7
2016-03-31 23:11:00,2016-03-31 23:11:00,971.2,79.5,22.0,150.9,2.3,4.1
2016-03-31 23:12:00,2016-03-31 23:12:00,971.2,79.4,22.0,174.2,2.1,3.0
2016-03-31 23:13:00,2016-03-31 23:13:00,971.2,79.5,22.0,161.5,2.4,3.5
2016-03-31 23:14:00,2016-03-31 23:14:00,971.2,79.5,21.9,165.6,3.4,5.2
2016-03-31 23:15:00,2016-03-31 23:15:00,971.3,79.6,21.9,153.6,3.6,5.7
2016-03-31 23:16:00,2016-03-31 23:16:00,971.4,79.8,21.9,163.4,2.8,4.3
2016-03-31 23:17:00,2016-03-31 23:17:00,971.4,79.7,21.9,168.1,3.8,5.1
2016-03-31 23:18:00,2016-03-31 23:18:00,971.4,79.8,21.9,163.8,3.0,4.6
2016-03-31 23:19:00,2016-03-31 23:19:00,971.4,79.6,21.9,172.5,4.4,6.3
2016-03-31 23:20:00,2016-03-31 23:20:00,971.4,79.5,21.9,173.4,4.4,6.3
2016-03-31 23:21:00,2016-03-31 23:21:00,971.5,79.6,21.9,170.0,2.8,4.4
2016-03-31 23:22:00,2016-03-31 23:22:00,971.4,79.7,21.9,158.5,3.0,4.5
2016-03-31 23:23:00,2016-03-31 23:23:00,971.4,79.9,21.9,172.8,3.3,5.9
2016-03-31 23:24:00,2016-03-31 23:24:00,971.4,80.0,21.8,160.3,3.2,5.4
2016-03-31 23:25:00,2016-03-31 23:25:00,971.4,80.1,21.8,163.4,3.5,5.0
2016-03-31 23:26:00,2016-03-31 23:26:00,971.3,80.2,21.8,173.1,3.1,4.5
2016-03-31 23:27:00,2016-03-31 23:27:00,971.4,80.4,21.7,178.2,3.3,4.6
2016-03-31 23:28:00,2016-03-31 23:28:00,971.4,80.5,21.7,156.7,3.2,4.9
2016-03-31 23:29:00,2016-03-31 23:29:00,971.4,80.6,21.7,159.7,2.5,3.5
2016-03-31 23:30:00,2016-03-31 23:30:00,971.5,80.7,21.7,182.2,4.4,6.0
2016-03-31 23:31:00,2016-03-31 23:31:00,971.6,80.7,21.7,166.0,3.4,4.4
2016-03-31 23:32:00,2016-03-31 23:32:00,971.7,80.7,21.7,176.4,3.2,4.6
2016-03-31 23:33:00,2016-03-31 23:33:00,971.7,80.7,21.7,172.2,4.0,6.2
2016-03-31 23:34:00,2016-03-31 23:34:00,971.7,80.6,21.7,168.2,4.5,6.1
2016-03-31 23:35:00,2016-03-31 23:35:00,971.6,80.6,21.7,164.4,3.3,5.2
2016-03-31 23:36:00,2016-03-31 23:36:00,971.6,80.7,21.7,160.2,2.6,3.7
2016-03-31 23:37:00,2016-03-31 23:37:00,971.7,80.9,21.7,164.8,3.4,4.6
2016-03-31 23:38:00,2016-03-31 23:38:00,971.7,80.9,21.7,158.5,3.7,5.6
2016-03-31 23:39:00,2016-03-31 23:39:00,971.7,81.0,21.7,168.9,3.2,5.1
2016-03-31 23:40:00,2016-03-31 23:40:00,971.6,81.1,21.7,158.7,2.7,4.3
2016-03-31 23:41:00,2016-03-31 23:41:00,971.5,81.2,21.7,161.2,3.4,5.4
2016-03-31 23:42:00,2016-03-31 23:42:00,971.5,81.2,21.7,167.8,2.6,4.0
2016-03-31 23:43:00,2016-03-31 23:43:00,971.5,81.4,21.6,152.0,2.3,3.1
2016-03-31 23:44:00,2016-03-31 23:44:00,971.5,81.5,21.6,149.0,2.5,3.9
2016-03-31 23:45:00,2016-03-31 23:45:00,971.5,81.6,21.6,158.8,2.6,3.6
2016-03-31 23:46:00,2016-03-31 23:46:00,971.4,81.8,21.6,156.8,2.8,3.7
2016-03-31 23:47:00,2016-03-31 23:47:00,971.4,81.9,21.5,157.2,3.9,5.8
2016-03-31 23:48:00,2016-03-31 23:48:00,971.4,81.9,21.5,155.7,3.0,4.8
2016-03-31 23:49:00,2016-03-31 23:49:00,971.4,82.0,21.5,144.0,2.8,3.6
2016-03-31 23:50:00,2016-03-31 23:50:00,971.3,82.0,21.5,146.0,1.9,2.6
2016-03-31 23:51:00,2016-03-31 23:51:00,971.2,82.3,21.5,161.4,3.1,4.7
2016-03-31 23:52:00,2016-03-31 23:52:00,971.2,82.3,21.5,165.8,2.1,3.1
2016-03-31 23:53:00,2016-03-31 23:53:00,971.2,82.5,21.5,148.0,3.1,4.5
2016-03-31 23:54:00,2016-03-31 23:54:00,971.2,82.5,21.5,161.2,2.7,3.5
2016-03-31 23:55:00,2016-03-31 23:55:00,971.2,82.5,21.5,170.1,3.5,4.9
2016-03-31 23:56:00,2016-03-31 23:56:00,971.2,82.5,21.5,159.9,3.1,4.3
2016-03-31 23:57:00,2016-03-31 23:57:00,971.1,82.5,21.5,164.5,2.7,3.7
2016-03-31 23:58:00,2016-03-31 23:58:00,971.0,82.5,21.5,161.4,2.7,4.2
2016-03-31 23:59:00,2016-03-31 23:59:00,970.9,82.6,21.5,152.5,3.1,4.9
