time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],air_pressure_at_sea_level[unit="hectoPascal"],air_temperature[unit="Celsius"],cloud_area_fraction[unit=""],dew_point_temperature[unit="Celsius"],high_cloud_area_fraction[unit=""],high_cloud_base_altitude[unit="meters"],low_cloud_area_fraction[unit=""],low_cloud_base_altitude[unit="meters"],middle_cloud_area_fraction[unit=""],middle_cloud_base_altitude[unit="meters"],precipitation_amount_24[unit=".01 inches"],precipitation_amount_hourly[unit=".01 inches"],visibility_in_air[unit="US_statute_mile"],weather,wind_from_direction[unit="degrees"],wind_speed[unit="m/s"],xfields
2016-01-16 00:14:00Z,04V,38.099,-106.169,NaN,-10.0,0.375,-14.0,0.375,2550.0,0.375,2100.0,0.375,2250.0,NaN,NaN,10.0,,330,2.57222,AO2
2016-01-16 00:17:00Z,0CO,39.790,-105.760,NaN,-16.0,1.0,-22.0,NaN,NaN,1.0,60.0,NaN,NaN,NaN,NaN,0.0,+SN,-99999,NaN,AO2
2016-01-15 23:58:00Z,0J4,31.040,-86.309,1007.6,13.3,1.0,11.7,NaN,NaN,0.125,540.0,1.0,750.0,NaN,NaN,10.0,,0,0.0,AO2 10139 20117 53017
2016-01-15 23:55:00Z,11R,30.219,-96.370,NaN,16.3,0.0,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10213 20163
2016-01-15 23:54:00Z,12N,41.009,-74.739,1007.7,0.6,NaN,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0,0.0,AO1 10078 20006 50008
2016-01-15 23:55:00Z,1A5,35.220,-83.419,NaN,3.7,1.0,3.0,NaN,NaN,1.0,180.0,NaN,NaN,NaN,NaN,7.0,-DZ,0,0.0,AO2 60061 10047 20018
2016-01-15 23:55:00Z,1A6,36.610,-83.739,NaN,5.8,1.0,5.3,NaN,NaN,1.0,360.0,NaN,NaN,NaN,0.02,4.0,-RA,0,0.0,AO2 60012 10065 20042
2016-01-15 23:55:00Z,1F0,34.169,-97.120,NaN,11.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-15 23:55:00Z,1H2,39.069,-88.529,NaN,0.0,1.0,-0.7,NaN,NaN,1.0,330.0,NaN,NaN,NaN,NaN,7.0,,270,6.687772,AO2 10085 20000
2016-01-16 00:15:00Z,1P1,43.779,-71.750,NaN,-3.7,1.0,-6.9,NaN,NaN,1.0,750.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-15 23:54:00Z,1V4,44.419,-72.019,1011.8,-5.0,NaN,-8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-99999,NaN,AO1 11033 21056 55007
2016-01-16 00:15:00Z,20V,40.049,-106.370,NaN,-5.0,1.0,-10.0,1.0,2400.0,0.375,1170.0,0.75,1440.0,NaN,NaN,10.0,,330,3.601108,AO2
2016-01-16 00:00:00Z,2G4,39.580,-79.339,NaN,2.0,1.0,1.0,NaN,NaN,0.75,750.0,1.0,1170.0,NaN,NaN,7.0,,160,3.601108,AO1
2016-01-16 00:04:00Z,2W6,38.310,-76.550,NaN,6.0,1.0,5.0,1.0,1800.0,0.375,960.0,0.375,1410.0,NaN,NaN,7.0,,120,2.057776,AO1
2016-01-15 23:56:00Z,2WX,45.569,-103.519,1011.3,-2.8,NaN,-5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,290,4.115552,AO1 11022 21039 53016
2016-01-15 23:55:00Z,3J7,33.599,-83.139,NaN,10.0,NaN,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,210,2.57222,AO2
2016-01-15 23:55:00Z,3LF,39.159,-89.669,NaN,-1.0,1.0,-3.3,NaN,NaN,1.0,300.0,NaN,NaN,NaN,NaN,4.0,BR,290,7.71666,AO2 10059 21010
2016-01-15 23:55:00Z,3T5,29.909,-96.949,NaN,13.9,0.0,6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10212 20139
2016-01-16 00:16:00Z,40B,46.619,-69.529,1015.6,-15.4,NaN,-17.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,NaN,,-99999,1.543332,AO1 11075 21161 55001 60005
2016-01-15 23:55:00Z,40J,30.069,-83.569,NaN,15.7,0.0,12.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,220,3.601108,AO2 10231 20157
2016-01-15 23:55:00Z,4A9,34.470,-85.720,NaN,8.0,1.0,6.0,NaN,NaN,1.0,90.0,NaN,NaN,NaN,NaN,1.75,BR,240,2.57222,AO2
2016-01-16 00:13:00Z,4BM,39.049,-105.519,NaN,-11.0,1.0,-14.0,1.0,1500.0,0.375,540.0,0.75,1260.0,NaN,NaN,2.5,HZ,290,2.57222,AO2
2016-01-15 23:55:00Z,4O4,33.909,-94.860,NaN,11.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,340,2.057776,AO2
2016-01-16 00:14:00Z,5SM,39.430,-107.379,NaN,-9.0,1.0,-10.0,NaN,NaN,1.0,60.0,NaN,NaN,NaN,NaN,0.75,-SN,0,0.0,AO2
2016-01-15 23:53:00Z,6R6,30.040,-102.209,1005.0,21.7,NaN,-12.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,250,6.173328,AO1 10244 20189 55001
2016-01-15 23:56:00Z,79J,31.319,-86.400,1006.7,13.9,0.375,11.1,NaN,NaN,0.375,750.0,NaN,NaN,NaN,NaN,7.0,,0,0.0,AO2 10150 20128 53015
2016-01-16 00:15:00Z,7BM,38.779,-106.220,NaN,-4.0,0.0,-14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,230,9.259992,AO2
2016-01-15 23:56:00Z,8D3,45.669,-97.000,1018.7,-15.0,NaN,-18.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,350,7.202216,AO1 11144 21161 51019
2016-01-15 23:56:00Z,9L2,34.990,-117.860,1016.7,13.9,0.0,1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,270,9.259992,AO2 10161 20139 53002 $
2016-01-15 23:55:00Z,9V9,43.799,-99.319,NaN,-7.4,1.0,-8.6,1.0,1500.0,0.375,930.0,0.75,1290.0,NaN,NaN,4.0,-SN,310,1.543332,AO2 11067 21082
2016-01-15 23:55:00Z,AAA,40.159,-89.330,NaN,-0.5,1.0,-2.3,NaN,NaN,1.0,300.0,NaN,NaN,NaN,NaN,5.0,BR,290,4.629996,AO2 10023 21005
2016-01-15 23:53:00Z,AAF,29.729,-85.029,NaN,16.0,0.125,14.0,NaN,NaN,0.125,840.0,NaN,NaN,NaN,NaN,10.0,,280,1.543332,
2016-01-15 23:51:00Z,ABE,40.650,-75.430,NaN,5.0,0.125,-2.0,NaN,NaN,0.125,3600.0,NaN,NaN,NaN,NaN,10.0,,80,2.057776,
2016-01-15 23:52:00Z,ABQ,35.049,-106.620,1010.6,2.8,1.0,-3.9,1.0,1950.0,0.125,750.0,0.75,1050.0,NaN,0.0,7.0,,310,1.543332,AO2 SNB24E29 MTNS OBSC NE-SE SHSN DSNT NE-SE 6000
2016-01-15 23:53:00Z,KABR,45.450,-98.430,NaN,-11.0,1.0,-17.0,NaN,NaN,1.0,1380.0,NaN,NaN,NaN,NaN,10.0,,30,2.057776,
2016-01-15 23:05:00Z,ABY,31.530,-84.180,NaN,14.4,1.0,10.6,NaN,NaN,1.0,570.0,NaN,NaN,NaN,NaN,10.0,,280,4.629996,AO2
2016-01-16 00:15:00Z,ACB,44.990,-85.199,NaN,0.0,1.0,-0.5,NaN,NaN,1.0,90.0,NaN,NaN,NaN,NaN,2.5,-SN,360,2.57222,AO2
2016-01-15 23:55:00Z,ACP,30.750,-92.690,NaN,12.2,NaN,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10226 20122
2016-01-16 00:15:00Z,ACQ,44.069,-93.550,NaN,-11.0,1.0,-13.0,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,290,6.687772,AO2
2016-01-15 23:51:00Z,ACT,31.620,-97.220,NaN,13.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:54:00Z,ACY,39.450,-74.569,1005.6,8.3,1.0,3.9,NaN,NaN,1.0,3300.0,NaN,NaN,NaN,NaN,10.0,,110,1.543332,AO2 10122 20083 58024
2016-01-16 00:15:00Z,ADC,46.450,-95.209,NaN,-16.0,1.0,-19.0,NaN,NaN,1.0,1800.0,NaN,NaN,NaN,NaN,10.0,,100,5.658884,AO2
2016-01-15 23:55:00Z,ADH,34.810,-96.669,NaN,9.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,350,2.057776,AO2
2016-01-16 00:15:00Z,ADM,34.299,-97.019,NaN,8.7,0.0,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-15 23:55:00Z,ADU,41.700,-94.919,NaN,-9.0,0.0,-14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,3.601108,AO2
2016-01-15 23:58:00Z,ADW,38.819,-76.870,1004.2,6.5,1.0,5.2,NaN,NaN,1.0,1470.0,NaN,NaN,NaN,0.07,10.0,-RA,40,2.57222,AO2 60008 10104 20065 58026
2016-01-15 23:58:00Z,ADW,38.819,-76.870,1004.2,6.5,1.0,5.2,NaN,NaN,1.0,1470.0,NaN,NaN,NaN,0.07,10.0,-RA,40,2.57222,AO2 60008 10104 20065 58026
2016-01-16 00:14:00Z,AEL,43.680,-93.370,NaN,-11.0,1.0,-13.0,NaN,NaN,1.0,390.0,NaN,NaN,NaN,NaN,10.0,,310,4.115552,AO2
2016-01-15 23:48:00Z,AFF,38.970,-104.819,NaN,-2.0,1.0,-9.0,NaN,NaN,1.0,1200.0,NaN,NaN,NaN,NaN,10.0,,170,3.086664,AO2
2016-01-16 00:15:00Z,AFJ,40.130,-80.279,NaN,7.0,0.75,0.0,0.75,2400.0,0.125,1500.0,0.75,1800.0,NaN,NaN,10.0,,190,4.115552,AO1
2016-01-15 23:55:00Z,AFK,40.599,-95.849,NaN,-5.0,0.0,-12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,340,3.601108,AO2 11020 21050
2016-01-15 23:33:00Z,AFN,42.799,-72.000,NaN,-1.1,1.0,-6.1,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,-99999,1.543332,AO2
2016-01-15 23:53:00Z,AGC,40.349,-79.930,NaN,9.0,0.75,-4.0,NaN,NaN,0.75,3600.0,NaN,NaN,NaN,NaN,10.0,,170,3.086664,
2016-01-15 23:53:00Z,AGS,33.369,-81.970,NaN,9.0,0.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,270,4.115552,
2016-01-16 00:00:00Z,AHN,33.950,-83.319,NaN,9.4,0.75,8.9,NaN,NaN,0.75,270.0,0.75,870.0,NaN,NaN,10.0,,270,3.086664,AO2
2016-01-15 23:53:00Z,AIA,42.049,-102.800,NaN,-3.0,0.0,-7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,340,1.543332,
2016-01-15 23:55:00Z,AIG,45.029,-89.139,NaN,-4.5,1.0,-6.3,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,360,6.173328,AO2 11043 21052
2016-01-15 23:55:00Z,AIO,41.400,-95.050,NaN,-8.0,0.0,-13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,330,5.14444,AO2
2016-01-16 00:13:00Z,AIT,46.549,-93.680,NaN,-14.0,0.0,-19.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,2.057776,AO2
2016-01-16 00:15:00Z,AIZ,38.099,-92.550,NaN,1.0,1.0,-6.0,NaN,NaN,1.0,750.0,NaN,NaN,NaN,NaN,10.0,,280,3.601108,AO1
2016-01-15 23:55:00Z,AJG,38.610,-87.730,NaN,2.0,1.0,0.0,NaN,NaN,0.75,390.0,1.0,690.0,NaN,NaN,10.0,,300,7.71666,AO2
2016-01-15 23:08:00Z,AKH,35.200,-81.150,NaN,7.2,1.0,5.6,NaN,NaN,0.75,150.0,1.0,600.0,NaN,0.04,2.0,+RA BR,320,4.629996,AO2
2016-01-15 23:31:00Z,AKQ,36.979,-77.019,NaN,7.8,1.0,4.4,1.0,3000.0,0.375,630.0,0.75,2550.0,NaN,0.0,10.0,-RA,20,2.57222,AO2 TSNO
2016-01-15 23:54:00Z,AKR,41.040,-81.470,NaN,8.0,1.0,-3.0,NaN,NaN,1.0,3300.0,NaN,NaN,NaN,NaN,10.0,,170,4.629996,
2016-01-15 23:51:00Z,ALB,42.750,-73.800,NaN,0.0,1.0,-6.0,NaN,NaN,1.0,6000.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:53:00Z,ALI,27.729,-98.029,NaN,22.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,30,4.115552,
2016-01-16 00:15:00Z,ALM,32.830,-105.980,NaN,11.0,0.75,-7.0,NaN,NaN,0.75,2700.0,NaN,NaN,NaN,NaN,7.0,,250,6.687772,AO2
2016-01-16 00:55:00Z,ALN,38.900,-90.050,NaN,0.0,1.0,-3.0,NaN,NaN,1.0,660.0,NaN,NaN,NaN,NaN,7.0,,290,6.687772,
2016-01-15 23:46:00Z,ALO,42.549,-92.400,NaN,-8.3,1.0,-11.1,NaN,NaN,1.0,900.0,NaN,NaN,NaN,NaN,10.0,,300,7.202216,AO2
2016-01-15 23:52:00Z,ALS,37.450,-105.870,NaN,-8.0,0.75,-13.0,NaN,NaN,0.75,1950.0,NaN,NaN,NaN,NaN,10.0,,330,2.057776,
2016-01-15 23:55:00Z,ALX,32.900,-85.949,NaN,10.2,1.0,10.2,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,10.0,,220,2.057776,AO2 10102 20102
2016-01-15 23:53:00Z,AMA,35.229,-101.699,NaN,8.0,1.0,-4.0,NaN,NaN,1.0,3300.0,NaN,NaN,NaN,NaN,10.0,,110,5.14444,
2016-01-16 00:12:00Z,AMN,43.319,-84.690,NaN,2.8,1.0,2.8,NaN,NaN,1.0,390.0,NaN,NaN,NaN,NaN,5.0,-RA,270,1.543332,AO2
2016-01-16 00:21:00Z,AMW,41.990,-93.620,NaN,-9.4,0.75,-12.2,NaN,NaN,0.75,540.0,NaN,NaN,NaN,NaN,10.0,,320,6.173328,AO2
2016-01-16 00:27:00Z,ANB,33.580,-85.849,NaN,10.6,1.0,10.0,NaN,NaN,1.0,60.0,NaN,NaN,NaN,NaN,4.0,BR,250,2.057776,AO2
2016-01-15 23:53:00Z,AND,34.500,-82.720,NaN,8.0,0.375,7.0,NaN,NaN,0.125,330.0,0.375,510.0,NaN,NaN,1.25,BR,200,1.543332,AO2 VIS 1/2V5
2016-01-15 23:55:00Z,ANE,45.150,-93.220,NaN,-6.0,1.0,-10.0,NaN,NaN,1.0,690.0,NaN,NaN,NaN,NaN,10.0,,320,5.658884,
2016-01-15 23:52:00Z,ANJ,46.479,-84.370,NaN,-9.0,1.0,-12.0,NaN,NaN,1.0,690.0,NaN,NaN,NaN,0.01,3.0,HZ,40,2.057776,AO2 SNB2258E43
2016-01-15 23:55:00Z,ANW,42.580,-100.000,NaN,-4.0,1.0,-5.2,NaN,NaN,1.0,1140.0,NaN,NaN,NaN,NaN,10.0,,350,2.057776,AO2 11011 21041
2016-01-16 00:09:00Z,AOH,40.709,-84.029,NaN,3.9,1.0,3.3,NaN,NaN,0.125,270.0,1.0,360.0,NaN,0.01,10.0,-RA,200,6.687772,AO2
2016-01-15 23:49:00Z,APN,45.069,-83.569,NaN,1.0,1.0,1.0,1.0,780.0,0.75,360.0,0.75,540.0,NaN,0.0,1.5,-RA BR,0,0.0,AO2 RAB49
2016-01-15 23:55:00Z,AQO,30.780,-98.660,NaN,17.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-16 00:14:00Z,AQP,45.229,-96.000,NaN,-14.0,1.0,-18.0,NaN,NaN,1.0,1500.0,NaN,NaN,NaN,NaN,10.0,,330,7.202216,AO2
2016-01-15 23:55:00Z,AQR,34.400,-96.150,NaN,11.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0,0.0,AO2
2016-01-15 23:56:00Z,AQV,31.350,-93.190,1007.2,12.8,0.0,5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10211 20128 53019 $
2016-01-15 23:10:00Z,ARB,42.220,-83.750,NaN,2.8,1.0,2.2,NaN,NaN,1.0,90.0,NaN,NaN,NaN,0.0,6.0,BR,200,3.086664,AO2 UPE2254
2016-01-16 00:15:00Z,ARG,36.130,-90.919,NaN,8.0,1.0,0.0,NaN,NaN,1.0,1230.0,NaN,NaN,NaN,NaN,10.0,,330,8.745548,AO1
2016-01-15 23:55:00Z,ARM,29.250,-96.150,NaN,17.3,0.0,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10226 20173
2016-01-15 23:00:00Z,ARR,41.770,-88.470,NaN,0.6,1.0,-1.1,NaN,NaN,1.0,150.0,NaN,NaN,NaN,NaN,2.5,BR,300,7.71666,AO2
2016-01-15 23:56:00Z,ART,44.000,-76.019,1004.1,-3.9,0.375,-7.2,NaN,NaN,0.375,1950.0,NaN,NaN,NaN,NaN,6.0,HZ,40,4.115552,AO2 10011 21039 56004
2016-01-15 23:55:00Z,ARV,45.930,-89.730,NaN,-4.3,1.0,-6.5,NaN,NaN,1.0,480.0,NaN,NaN,NaN,NaN,10.0,,10,4.629996,AO2 11038 21043
2016-01-16 00:09:00Z,ASE,39.220,-106.870,NaN,-4.4,1.0,-7.8,NaN,NaN,0.75,510.0,1.0,1440.0,NaN,0.0,3.0,-SN,-99999,NaN,AO2 SNB2357
2016-01-16 00:09:00Z,ASE,39.220,-106.870,NaN,-4.4,1.0,-7.8,NaN,NaN,0.75,510.0,1.0,1440.0,NaN,0.0,5.0,-SN,360,3.086664,AO2 SNB2357
2016-01-16 00:48:00Z,ASG,36.180,-94.120,NaN,4.0,0.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,2.057776,
2016-01-15 23:55:00Z,ASJ,36.299,-77.169,NaN,8.5,1.0,8.0,NaN,NaN,1.0,300.0,NaN,NaN,NaN,0.04,7.0,RA,360,2.57222,AO2 60022 10127 20070
2016-01-15 23:55:00Z,ASW,41.270,-85.830,NaN,3.0,1.0,3.0,NaN,NaN,1.0,270.0,NaN,NaN,NaN,NaN,7.0,,260,3.086664,AO2
2016-01-15 23:52:00Z,ATL,33.650,-84.419,NaN,10.0,1.0,8.0,NaN,NaN,0.75,210.0,1.0,450.0,NaN,NaN,8.0,,250,3.086664,
2016-01-16 00:15:00Z,ATS,32.849,-104.470,NaN,11.0,0.0,-6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,250,8.231104,AO2
2016-01-15 23:51:00Z,ATT,30.299,-97.699,1008.9,16.7,0.0,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10211 20167 53003
2016-01-15 23:53:00Z,AUG,44.319,-69.800,NaN,-4.0,1.0,-10.0,NaN,NaN,1.0,750.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:55:00Z,AUH,40.889,-98.000,NaN,-3.4,0.0,-5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,10,2.57222,AO2 11010 21036
2016-01-16 00:14:00Z,AUM,43.669,-92.930,NaN,-9.0,1.0,-11.0,NaN,NaN,1.0,390.0,NaN,NaN,NaN,NaN,10.0,,300,6.173328,AO2
2016-01-15 23:56:00Z,AVC,36.689,-78.050,NaN,6.3,1.0,5.7,1.0,2100.0,0.375,1290.0,0.75,1800.0,NaN,0.01,10.0,,0,0.0,AO2 60009 10103 20062
2016-01-15 23:55:00Z,AVK,36.770,-98.669,NaN,6.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-15 23:54:00Z,AVL,35.430,-82.550,NaN,4.0,0.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:54:00Z,AVP,41.330,-75.730,NaN,4.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:55:00Z,AWG,41.279,-91.669,NaN,-5.0,1.0,-7.0,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,300,10.28888,AO2
2016-01-15 23:55:00Z,AXA,43.080,-94.269,NaN,-13.0,0.125,-16.0,NaN,NaN,0.125,300.0,NaN,NaN,NaN,NaN,10.0,,330,6.687772,AO2
2016-01-15 23:55:00Z,AXS,34.700,-99.339,NaN,9.9,0.0,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,80,2.57222,AO2 10136 20099
2016-01-15 23:55:00Z,AYS,31.250,-82.400,NaN,18.1,0.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,4.115552,AO2 10250 20179
2016-01-15 23:53:00Z,AZO,42.229,-85.550,NaN,3.0,1.0,2.0,NaN,NaN,1.0,180.0,NaN,NaN,NaN,NaN,5.0,BR,280,7.202216,
2016-01-15 23:58:00Z,BAD,32.500,-93.669,1007.7,13.1,0.0,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,330,3.086664,AO2 10205 20131 52020
2016-01-15 23:58:00Z,BAD,32.500,-93.669,1007.7,13.1,0.0,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,330,3.086664,AO2 10205 20131 52020
2016-01-15 23:53:00Z,BAF,42.150,-72.720,NaN,2.0,1.0,-4.0,NaN,NaN,1.0,510.0,NaN,NaN,NaN,NaN,10.0,,360,2.057776,
2016-01-15 23:59:00Z,BAK,39.270,-85.900,NaN,5.0,1.0,5.0,NaN,NaN,1.0,210.0,NaN,NaN,NaN,NaN,7.0,,230,3.086664,
2016-01-16 00:15:00Z,BAX,43.790,-82.989,NaN,2.5,1.0,2.0,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,2.0,UP,170,3.086664,AO2
2016-01-16 00:14:00Z,BBB,45.319,-95.650,NaN,-16.0,1.0,-19.0,NaN,NaN,1.0,1500.0,NaN,NaN,NaN,NaN,10.0,,360,5.14444,AO2
2016-01-15 23:53:00Z,BBW,41.430,-99.650,NaN,0.0,1.0,-4.0,NaN,NaN,0.375,960.0,1.0,1320.0,NaN,NaN,10.0,,360,3.086664,
2016-01-15 23:55:00Z,BCB,37.220,-80.419,NaN,2.5,1.0,2.5,NaN,NaN,0.75,120.0,1.0,330.0,NaN,0.14,1.5,RA,0,0.0,AO2 60051 10058 20022
2016-01-16 00:03:00Z,BDE,48.729,-94.620,NaN,-20.0,0.375,-24.4,NaN,NaN,0.375,660.0,NaN,NaN,NaN,NaN,10.0,,320,4.115552,AO2 TSNO
2016-01-16 00:15:00Z,BDH,45.130,-95.129,NaN,-14.0,0.375,-18.0,NaN,NaN,0.375,1650.0,NaN,NaN,NaN,NaN,10.0,,320,6.173328,AO2
2016-01-15 23:51:00Z,BDL,41.930,-72.680,NaN,2.0,1.0,-4.0,NaN,NaN,1.0,540.0,NaN,NaN,NaN,NaN,10.0,,20,2.57222,
2016-01-15 23:52:00Z,BDR,41.169,-73.129,NaN,7.0,0.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,,100,3.601108,
2016-01-15 23:56:00Z,BED,42.470,-71.279,1013.9,1.7,1.0,-2.2,NaN,NaN,1.0,510.0,NaN,NaN,NaN,NaN,10.0,,90,1.543332,AO2 10028 20017 53003
2016-01-15 23:51:00Z,BEH,42.130,-86.430,NaN,3.0,1.0,1.0,NaN,NaN,0.75,300.0,1.0,540.0,NaN,NaN,4.0,BR,280,5.658884,AO2 CIG 007V014
2016-01-15 23:53:00Z,BFF,41.869,-103.599,NaN,-2.0,0.0,-6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,320,2.57222,
2016-01-15 23:54:00Z,BFL,35.430,-119.050,NaN,17.0,0.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,3.086664,
2016-01-16 00:15:00Z,BFW,47.200,-91.400,NaN,-8.0,1.0,-12.0,NaN,NaN,0.75,1170.0,1.0,1500.0,NaN,NaN,10.0,-SN,330,3.086664,AO2
2016-01-15 23:55:00Z,BGE,30.969,-84.639,NaN,13.0,0.0,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,330,1.543332,AO2
2016-01-15 23:53:00Z,BGM,42.220,-75.980,NaN,4.0,0.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,150,5.14444,
2016-01-15 23:53:00Z,BGR,44.799,-68.830,NaN,-4.0,1.0,-10.0,NaN,NaN,1.0,960.0,NaN,NaN,NaN,NaN,10.0,,120,2.057776,
2016-01-16 00:15:00Z,BHB,44.450,-68.370,NaN,-4.0,0.75,-9.0,NaN,NaN,0.75,1020.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO1
2016-01-16 00:05:00Z,BHK,46.360,-104.250,NaN,-1.7,1.0,-5.0,1.0,600.0,0.375,300.0,0.375,450.0,NaN,0.0,1.75,-SN,270,3.601108,AO2
2016-01-15 23:48:00Z,BHM,33.569,-86.750,NaN,12.0,1.0,11.0,NaN,NaN,0.75,300.0,1.0,480.0,NaN,NaN,10.0,,240,3.086664,AO2 CIG 008V014
2016-01-16 00:15:00Z,BID,41.169,-71.580,NaN,7.0,1.0,7.0,NaN,NaN,1.0,150.0,NaN,NaN,NaN,NaN,10.0,,50,3.601108,AO1
2016-01-15 23:55:00Z,BIE,40.299,-96.750,NaN,-5.5,0.0,-8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,1.543332,AO2 11030 21056
2016-01-15 23:56:00Z,BIH,37.369,-118.370,1014.0,13.3,0.0,-12.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10144 20100 53001
2016-01-15 23:55:00Z,BIJ,31.399,-84.900,NaN,15.0,1.0,12.0,NaN,NaN,1.0,510.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-15 23:53:00Z,BIL,45.799,-108.529,NaN,-1.0,0.75,-6.0,NaN,NaN,0.75,1950.0,NaN,NaN,NaN,NaN,10.0,,320,4.629996,
2016-01-15 23:52:00Z,BIS,46.770,-100.750,NaN,-10.0,1.0,-12.0,NaN,NaN,1.0,450.0,NaN,NaN,NaN,NaN,6.0,-SN BR,40,6.173328,
2016-01-16 00:08:00Z,BIV,42.750,-86.099,NaN,1.1,1.0,-0.6,NaN,NaN,1.0,150.0,NaN,NaN,NaN,NaN,10.0,,300,6.173328,AO2
