time,station,latitude[unit="degrees_north"],longitude[unit="degrees_east"],air_pressure_at_sea_level[unit="hectoPascal"],air_temperature[unit="Celsius"],cloud_area_fraction[unit=""],dew_point_temperature[unit="Celsius"],high_cloud_area_fraction[unit=""],high_cloud_base_altitude[unit="meters"],low_cloud_area_fraction[unit=""],low_cloud_base_altitude[unit="meters"],middle_cloud_area_fraction[unit=""],middle_cloud_base_altitude[unit="meters"],precipitation_amount_24[unit=".01 inches"],precipitation_amount_hourly[unit=".01 inches"],visibility_in_air[unit="US_statute_mile"],weather,wind_from_direction[unit="degrees"],wind_speed[unit="m/s"],xfields
2016-01-15 23:48:00Z,EHA,37.000,-101.900,NaN,3.3,NaN,-6.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,70,2.57222,AO1 PK WND 06 000
2016-01-15 23:55:00Z,EHO,35.250,-81.599,NaN,6.5,0.375,5.6,NaN,NaN,0.375,2700.0,NaN,NaN,NaN,NaN,10.0,,270,4.115552,AO2 6////
2016-01-16 00:15:00Z,EHR,37.819,-87.680,NaN,5.0,1.0,1.0,NaN,NaN,1.0,600.0,NaN,NaN,NaN,NaN,10.0,,300,7.71666,AO1
2016-01-15 23:51:00Z,EKN,38.880,-79.849,NaN,3.0,1.0,2.0,NaN,NaN,0.75,1650.0,1.0,2250.0,NaN,NaN,9.0,-RA,0,0.0,
2016-01-15 23:56:00Z,EKO,40.869,-115.730,1020.7,0.0,1.0,-4.4,NaN,NaN,0.375,960.0,1.0,1260.0,NaN,NaN,10.0,,220,3.086664,AO2 10017 21017 53017
2016-01-15 23:53:00Z,ELD,33.220,-92.800,NaN,13.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,3.086664,
2016-01-15 23:53:00Z,ELO,47.819,-91.830,NaN,-12.0,1.0,-14.0,1.0,930.0,0.375,480.0,0.75,720.0,NaN,NaN,4.0,-SN,310,2.057776,
2016-01-15 23:51:00Z,ELP,31.799,-106.400,NaN,14.0,0.75,-9.0,0.75,7500.0,0.375,4500.0,0.75,6000.0,NaN,NaN,10.0,,280,11.832212,
2016-01-15 23:53:00Z,ELY,39.279,-114.849,NaN,-2.0,0.0,-7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,6.687772,
2016-01-15 23:56:00Z,ELZ,42.110,-77.989,1001.0,6.7,0.125,-4.4,NaN,NaN,0.125,3600.0,NaN,NaN,NaN,NaN,10.0,,170,6.687772,AO2 10078 20061 58015
2016-01-15 23:46:00Z,EMP,38.330,-96.180,NaN,-1.1,0.75,-6.1,NaN,NaN,0.75,780.0,NaN,NaN,NaN,NaN,10.0,,340,4.629996,AO2
2016-01-15 23:55:00Z,EMV,36.689,-77.480,NaN,7.0,1.0,6.0,NaN,NaN,1.0,390.0,NaN,NaN,NaN,0.01,5.0,RA,360,1.543332,AO2 TSNO
2016-01-15 23:58:00Z,END,36.330,-97.919,1010.7,5.4,0.0,-1.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,360,2.057776,AO2 10098 20054 400981012 52012 $
2016-01-15 23:55:00Z,ENL,38.520,-89.080,NaN,1.3,1.0,-0.3,NaN,NaN,1.0,360.0,NaN,NaN,NaN,NaN,7.0,,310,5.14444,AO2 10100 20013
2016-01-16 00:15:00Z,ENV,40.729,-114.029,NaN,3.0,0.0,-7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,320,5.14444,AO1
2016-01-15 23:55:00Z,EOK,40.470,-91.430,NaN,-3.0,1.0,-6.0,NaN,NaN,1.0,600.0,NaN,NaN,NaN,NaN,10.0,,300,5.658884,AO2
2016-01-16 00:25:00Z,EQY,35.020,-80.620,NaN,7.2,1.0,6.1,1.0,1050.0,0.375,240.0,0.75,900.0,NaN,0.01,10.0,,350,6.173328,AO2 RAE21
2016-01-15 23:51:00Z,ERI,42.080,-80.180,NaN,8.0,1.0,-2.0,NaN,NaN,1.0,1800.0,NaN,NaN,NaN,NaN,10.0,,180,4.629996,
2016-01-16 00:00:00Z,ERM,47.419,-68.319,1013.5,-18.2,NaN,-20.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,350,0.514444,AO1 SOG 28 8009
2016-01-15 23:55:00Z,ERV,29.979,-99.080,NaN,17.8,0.0,-7.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,250,1.543332,AO2 10219 20165
2016-01-16 00:15:00Z,ERY,46.310,-85.459,NaN,-8.2,1.0,-9.5,NaN,NaN,1.0,1410.0,NaN,NaN,NaN,NaN,10.0,,10,3.086664,AO2
2016-01-16 00:15:00Z,ESC,45.750,-87.029,NaN,-3.0,1.0,-6.0,NaN,NaN,1.0,570.0,NaN,NaN,NaN,NaN,10.0,,360,5.14444,AO1
2016-01-15 23:53:00Z,ESF,31.399,-92.300,NaN,15.0,0.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,320,1.543332,
2016-01-15 23:50:00Z,ETB,43.419,-88.129,NaN,-2.0,1.0,-3.0,NaN,NaN,1.0,240.0,NaN,NaN,NaN,NaN,10.0,,330,5.658884,AO2
2016-01-16 00:16:00Z,ETH,45.700,-96.500,NaN,-15.0,1.0,-18.0,NaN,NaN,1.0,1500.0,NaN,NaN,NaN,NaN,10.0,,330,6.687772,AO2
2016-01-16 00:11:00Z,EVM,47.400,-92.500,NaN,-12.0,0.75,-15.0,0.75,1170.0,0.375,360.0,0.75,690.0,NaN,NaN,4.0,-SN,320,3.086664,AO2
2016-01-15 23:54:00Z,EVV,38.049,-87.529,NaN,7.0,1.0,2.0,NaN,NaN,1.0,570.0,NaN,NaN,NaN,NaN,10.0,,300,8.231104,
2016-01-15 23:03:00Z,EVW,41.279,-111.029,NaN,-5.0,1.0,-8.3,1.0,1290.0,0.125,270.0,0.75,1050.0,NaN,0.0,8.0,-SN,250,6.687772,AO2
2016-01-15 23:53:00Z,EWB,41.680,-70.970,NaN,3.0,0.375,-1.0,NaN,NaN,0.375,390.0,NaN,NaN,NaN,NaN,10.0,,50,1.543332,
2016-01-16 00:15:00Z,EWK,38.049,-97.279,NaN,-2.0,0.0,-7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,360,3.086664,AO1
2016-01-16 00:37:00Z,EWN,35.069,-77.050,NaN,15.6,0.75,14.4,NaN,NaN,0.75,270.0,NaN,NaN,NaN,0.0,10.0,,220,4.115552,AO2 RAE09 CIG 006V013 PRESFR
2016-01-15 23:51:00Z,EWR,40.700,-74.169,NaN,9.0,1.0,4.0,NaN,NaN,0.125,3600.0,1.0,4500.0,NaN,NaN,10.0,,110,1.543332,
2016-01-15 23:55:00Z,EXX,35.779,-80.300,NaN,6.0,1.0,5.5,NaN,NaN,0.375,210.0,1.0,690.0,NaN,0.19,4.0,RA,330,2.57222,AO2 60054 10076 20050
2016-01-16 00:15:00Z,EYE,39.830,-86.300,NaN,3.3,1.0,2.2,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,4.0,BR,300,8.231104,AO2
2016-01-15 23:55:00Z,EYF,34.599,-78.580,NaN,13.0,1.0,13.0,1.0,2250.0,0.375,270.0,0.75,570.0,NaN,0.01,10.0,,80,1.543332,AO2 60044 10133 20102
2016-01-16 00:53:00Z,EYW,24.549,-81.750,NaN,21.0,NaN,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:55:00Z,EZF,38.270,-77.449,NaN,6.2,1.0,6.2,1.0,1500.0,0.375,1170.0,0.75,1440.0,NaN,0.06,7.0,RA,10,2.57222,AO2 60015 10119 20062
2016-01-15 23:55:00Z,F05,34.229,-99.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,60,2.057776,AO1 6////
2016-01-15 23:58:00Z,FAF,37.130,-76.620,999.0,9.2,0.375,6.7,NaN,NaN,0.375,3300.0,NaN,NaN,NaN,0.0,10.0,-DZ,40,2.57222,AO2 DZB20 PRESFR 60009 10131 20080 57070 $
2016-01-16 00:01:00Z,FAM,37.770,-90.430,1008.0,3.3,1.0,0.0,NaN,NaN,0.75,480.0,1.0,630.0,NaN,0.0,10.0,,300,6.687772,AO2 RAE2310 60000 10111 20033 51037
2016-01-15 23:53:00Z,FAR,46.900,-96.800,NaN,-17.0,1.0,-21.0,NaN,NaN,1.0,1800.0,NaN,NaN,NaN,NaN,9.0,,340,7.202216,
2016-01-15 23:53:00Z,FAT,36.770,-119.720,NaN,16.0,0.75,6.0,NaN,NaN,0.75,6000.0,NaN,NaN,NaN,NaN,10.0,,300,2.57222,
2016-01-16 00:09:00Z,FAY,34.979,-78.879,NaN,11.7,1.0,11.1,NaN,NaN,1.0,120.0,NaN,NaN,NaN,0.02,2.5,-RA BR,0,0.0,AO2
2016-01-15 23:50:00Z,FBG,35.130,-78.930,NaN,11.0,1.0,10.0,NaN,NaN,1.0,90.0,NaN,NaN,NaN,NaN,9.0,-RA,50,3.086664,AO2 RAB50
2016-01-16 00:14:00Z,FBL,44.330,-93.319,NaN,-9.0,1.0,-12.0,NaN,NaN,1.0,480.0,NaN,NaN,NaN,NaN,10.0,,280,5.658884,AO2
2016-01-15 23:55:00Z,FCH,36.729,-119.819,NaN,16.0,0.0,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-99999,NaN,A01
2016-01-15 23:58:00Z,FCS,38.680,-104.769,1013.6,-2.1,0.375,-9.3,NaN,NaN,0.375,1200.0,0.375,2400.0,NaN,NaN,10.0,,160,2.57222,AO2 10010 21021 400401076 53014
2016-01-15 23:47:00Z,FDK,39.419,-77.370,NaN,7.0,1.0,4.0,NaN,NaN,1.0,1500.0,NaN,NaN,NaN,NaN,7.0,RA,160,2.057776,
2016-01-16 00:33:00Z,FDY,41.020,-83.669,NaN,3.9,1.0,2.8,NaN,NaN,0.75,420.0,1.0,690.0,NaN,0.03,7.0,-RA,190,5.14444,AO2 TSNO
2016-01-15 23:55:00Z,FEP,42.250,-89.580,NaN,-1.3,1.0,-3.3,NaN,NaN,1.0,300.0,NaN,NaN,NaN,NaN,5.0,-SN,300,6.687772,AO2 11010 21015
2016-01-15 23:55:00Z,FET,41.450,-96.519,NaN,-7.6,0.0,-13.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,320,4.115552,AO2 11040 21076
2016-01-15 23:55:00Z,FFA,36.020,-75.669,NaN,14.1,1.0,12.5,1.0,720.0,0.375,390.0,0.75,510.0,NaN,0.24,2.0,-RA,120,7.202216,AO2 60037 10360 21023
2016-01-16 00:45:00Z,FFC,33.360,-84.559,NaN,10.0,1.0,10.0,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,4.0,BR,-99999,1.543332,AO2 $
2016-01-15 23:55:00Z,FFL,41.049,-91.980,NaN,-5.0,1.0,-8.0,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,310,7.71666,AO2
2016-01-16 00:15:00Z,FFM,46.279,-96.150,NaN,-17.0,1.0,-21.0,NaN,NaN,1.0,1650.0,NaN,NaN,NaN,NaN,10.0,,350,6.687772,AO2
2016-01-15 23:58:00Z,FFO,39.830,-84.050,999.0,4.8,1.0,4.1,NaN,NaN,1.0,510.0,NaN,NaN,NaN,0.02,10.0,,200,3.601108,AO2A 60015 10089 20044 52009
2016-01-16 00:03:00Z,FFT,38.189,-84.900,NaN,6.1,1.0,5.0,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,2.5,BR,220,3.601108,AO2
2016-01-16 00:14:00Z,FGN,49.319,-94.879,NaN,-21.0,0.0,-24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,5.658884,AO2
2016-01-15 23:58:00Z,FHU,31.600,-110.349,1011.8,11.9,0.375,-7.9,NaN,NaN,0.375,2700.0,NaN,NaN,NaN,NaN,10.0,,270,9.774436,AO2 10149 20119 53000
2016-01-16 00:37:00Z,FIT,42.549,-71.760,NaN,1.1,1.0,-3.9,NaN,NaN,1.0,420.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-16 00:15:00Z,FKA,43.680,-92.180,NaN,-6.7,1.0,-8.7,NaN,NaN,1.0,360.0,NaN,NaN,NaN,NaN,10.0,,320,5.658884,AO2
2016-01-16 00:15:00Z,FKL,41.380,-79.870,NaN,5.0,0.0,-3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,140,3.086664,AO1
2016-01-15 23:55:00Z,FKN,36.700,-76.900,NaN,8.1,1.0,7.0,NaN,NaN,1.0,450.0,NaN,NaN,NaN,NaN,10.0,RA,350,2.57222,AO2 10137 20073
2016-01-15 23:55:00Z,FKS,44.630,-86.199,NaN,-1.0,1.0,-2.2,NaN,NaN,1.0,270.0,NaN,NaN,NaN,NaN,2.0,-SN,360,5.658884,AO2 10038 21010
2016-01-15 23:48:00Z,FLD,43.770,-88.489,NaN,-2.0,1.0,-4.0,NaN,NaN,1.0,480.0,NaN,NaN,NaN,NaN,10.0,,350,5.658884,AO2
2016-01-15 23:57:00Z,FLG,35.130,-111.669,1014.9,-1.7,0.75,-3.9,NaN,NaN,0.375,600.0,0.75,780.0,NaN,0.0,7.0,,310,5.658884,AO2 SNB13E20 60021 11006 21033 53021
2016-01-15 23:53:00Z,FLL,26.069,-80.150,NaN,20.0,1.0,18.0,NaN,NaN,0.125,2100.0,1.0,3600.0,NaN,NaN,10.0,,230,4.115552,
2016-01-15 23:50:00Z,FLO,34.180,-79.720,NaN,15.0,1.0,13.0,NaN,NaN,1.0,450.0,NaN,NaN,NaN,0.01,10.0,,250,8.231104,AO2 RAE26
2016-01-16 00:15:00Z,FLP,36.299,-92.470,NaN,6.0,0.375,-3.0,NaN,NaN,0.375,1020.0,NaN,NaN,NaN,NaN,10.0,,310,3.601108,AO1
2016-01-16 00:03:00Z,FME,39.080,-76.769,NaN,5.0,1.0,4.0,NaN,NaN,1.0,1500.0,NaN,NaN,NaN,NaN,4.0,,0,0.0,AO1
2016-01-15 23:55:00Z,FMH,41.650,-70.519,NaN,4.0,1.0,2.0,NaN,NaN,0.125,5400.0,1.0,6000.0,NaN,NaN,10.0,,100,2.057776,AO2
2016-01-16 00:28:00Z,FMN,36.750,-108.230,NaN,-2.2,1.0,-3.9,NaN,NaN,1.0,240.0,NaN,NaN,NaN,NaN,10.0,,280,6.173328,AO2 CIG 007V011
2016-01-15 23:53:00Z,FNB,40.080,-95.599,NaN,-3.0,0.0,-8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,3.601108,
2016-01-16 00:15:00Z,FNL,40.450,-105.019,NaN,-3.0,1.0,-8.0,NaN,NaN,1.0,1170.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO1
2016-01-15 23:53:00Z,FNT,42.970,-83.750,NaN,4.0,1.0,2.0,NaN,NaN,0.75,180.0,1.0,330.0,NaN,NaN,3.0,-RA BR,190,3.601108,
2016-01-15 23:55:00Z,FOA,38.669,-88.449,NaN,1.5,1.0,-0.8,NaN,NaN,1.0,480.0,NaN,NaN,NaN,NaN,10.0,,310,5.658884,AO2 10101 20015
2016-01-16 00:15:00Z,FOD,42.549,-94.180,NaN,-11.0,0.75,-16.0,NaN,NaN,0.75,480.0,NaN,NaN,NaN,NaN,10.0,,330,2.057776,AO1
2016-01-16 00:13:00Z,FOZ,47.779,-93.650,NaN,-18.0,0.0,-21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,1.543332,AO2
2016-01-16 00:15:00Z,FPK,42.569,-84.809,NaN,3.6,1.0,3.0,NaN,NaN,0.75,270.0,1.0,420.0,NaN,NaN,5.0,RA,250,3.086664,AO2
2016-01-15 23:53:00Z,FPR,27.500,-80.370,NaN,18.0,0.0,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,230,2.57222,
2016-01-15 23:55:00Z,FQD,35.430,-81.940,NaN,6.3,0.375,6.3,NaN,NaN,0.375,2400.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 60105 10076 20036
2016-01-15 23:58:00Z,FRI,39.049,-96.769,1012.2,-0.8,1.0,-5.7,NaN,NaN,1.0,750.0,NaN,NaN,NaN,NaN,10.0,,10,3.086664,AO2 10011 21008 52019
2016-01-16 00:15:00Z,FRM,43.650,-94.419,NaN,-14.0,0.0,-18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,300,8.745548,AO1
2016-01-15 23:56:00Z,FSD,43.580,-96.730,1014.4,-10.0,1.0,-15.0,NaN,NaN,1.0,1800.0,NaN,NaN,NaN,NaN,10.0,,330,4.629996,AO2 11094 21111 51020
2016-01-16 00:14:00Z,FSE,47.590,-95.769,NaN,-21.0,1.0,-24.0,NaN,NaN,1.0,1650.0,NaN,NaN,NaN,NaN,10.0,,310,4.115552,AO2
2016-01-15 23:58:00Z,FSI,34.650,-98.400,1008.9,10.0,1.0,-0.0,NaN,NaN,0.75,4500.0,1.0,5400.0,NaN,NaN,10.0,,40,2.057776,AO2 10137 20097 52007
2016-01-15 23:53:00Z,FSM,35.330,-94.370,NaN,9.0,0.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,310,3.086664,
2016-01-15 23:55:00Z,FSW,40.669,-91.330,NaN,-4.0,1.0,-6.0,NaN,NaN,1.0,480.0,NaN,NaN,NaN,NaN,10.0,,310,7.202216,AO2
2016-01-15 23:55:00Z,FTG,39.779,-104.550,NaN,-4.0,0.75,-8.0,NaN,NaN,0.75,3000.0,0.75,6000.0,NaN,NaN,10.0,,-99999,NaN,
2016-01-15 23:48:00Z,FTK,37.900,-85.970,NaN,18.0,1.0,40.0,NaN,NaN,1.0,60.0,NaN,NaN,NaN,NaN,3.0,BR,220,3.601108,AO2
2016-01-15 23:53:00Z,FTW,32.819,-97.370,NaN,14.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,40,1.543332,
2016-01-15 23:53:00Z,FTY,33.779,-84.519,NaN,10.0,1.0,8.0,NaN,NaN,1.0,390.0,NaN,NaN,NaN,NaN,10.0,,220,1.543332,
2016-01-15 23:53:00Z,FVE,47.279,-68.319,NaN,-13.0,0.0,-19.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,290,4.629996,
2016-01-15 23:55:00Z,FVX,37.349,-78.430,NaN,6.5,1.0,6.5,NaN,NaN,1.0,240.0,NaN,NaN,NaN,0.1,7.0,RA,340,3.086664,AO2 60036 10111 20065
2016-01-15 23:54:00Z,FWA,41.000,-85.199,NaN,3.0,1.0,3.0,NaN,NaN,0.75,210.0,1.0,840.0,NaN,NaN,8.0,,240,4.115552,
2016-01-15 23:55:00Z,FWC,38.380,-88.419,NaN,3.2,1.0,-0.1,NaN,NaN,1.0,630.0,NaN,NaN,NaN,NaN,10.0,,300,3.601108,AO1 10092 20032
2016-01-15 23:53:00Z,FXE,26.200,-80.169,NaN,19.0,0.125,17.0,NaN,NaN,0.125,3600.0,NaN,NaN,NaN,NaN,10.0,,240,3.601108,
2016-01-15 23:55:00Z,FYJ,37.520,-76.760,NaN,6.8,1.0,5.3,1.0,2700.0,0.375,960.0,0.75,1800.0,NaN,NaN,10.0,,20,3.601108,AO2 10130 20068
2016-01-15 23:53:00Z,FYV,36.000,-94.169,NaN,5.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,340,3.086664,
2016-01-15 23:52:00Z,GAD,33.970,-86.080,NaN,9.0,1.0,9.0,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,1.75,BR,0,0.0,AO2
2016-01-15 23:53:00Z,GAG,36.299,-99.769,NaN,6.0,0.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,50,2.057776,
2016-01-15 23:55:00Z,GAO,29.440,-90.260,NaN,19.7,0.75,16.7,NaN,NaN,0.75,540.0,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10227 20195
2016-01-16 00:15:00Z,GBD,38.349,-98.870,NaN,2.0,0.0,-5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,50,3.086664,AO1
2016-01-15 23:55:00Z,GBG,40.930,-90.430,NaN,-3.0,1.0,-4.6,NaN,NaN,1.0,360.0,NaN,NaN,NaN,NaN,10.0,,280,8.745548,AO2 11015 21030
2016-01-15 23:53:00Z,GCC,44.349,-105.529,NaN,-2.0,1.0,-6.0,NaN,NaN,0.125,960.0,1.0,2550.0,NaN,NaN,10.0,,310,5.14444,
2016-01-15 23:55:00Z,GCD,44.400,-118.959,NaN,4.5,0.75,-0.1,NaN,NaN,0.75,1080.0,0.75,1260.0,NaN,NaN,10.0,,100,2.057776,AO2 10065 20008
2016-01-15 23:54:00Z,GCK,37.930,-100.720,NaN,4.0,0.125,-4.0,NaN,NaN,0.125,3600.0,NaN,NaN,NaN,NaN,10.0,,50,2.57222,
2016-01-15 23:55:00Z,GCM,36.290,-95.480,NaN,6.0,0.0,-2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,350,3.086664,AO2
2016-01-15 23:01:00Z,GCN,35.950,-112.150,NaN,-0.6,1.0,-3.3,1.0,690.0,0.125,270.0,0.375,390.0,NaN,NaN,10.0,,310,3.601108,AO2
2016-01-16 00:09:00Z,GDB,44.750,-95.559,NaN,-14.5,0.375,-17.5,NaN,NaN,0.375,1500.0,NaN,NaN,NaN,NaN,10.0,,300,7.71666,AO2
2016-01-15 23:55:00Z,GDJ,32.270,-97.489,NaN,15.1,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2 10178 20151
2016-01-15 23:51:00Z,GDP,31.829,-104.800,1007.7,9.4,1.0,-9.4,NaN,NaN,1.0,3300.0,NaN,NaN,NaN,NaN,10.0,,240,11.317768,AO2 10122 20089 50002
2016-01-15 23:55:00Z,GDV,47.130,-104.800,NaN,-11.0,1.0,-13.0,NaN,NaN,0.375,600.0,1.0,780.0,NaN,NaN,2.0,,10,5.658884,
2016-01-15 23:53:00Z,GEG,47.630,-117.529,NaN,-1.0,1.0,-2.0,1.0,180.0,0.125,60.0,0.375,120.0,NaN,NaN,2.0,BR,140,2.057776,
2016-01-15 23:55:00Z,GEV,36.430,-81.419,NaN,3.3,1.0,3.3,NaN,NaN,0.375,60.0,1.0,1950.0,NaN,0.05,10.0,,320,3.086664,AO2 60043 10045 20020
2016-01-16 00:01:00Z,GEZ,39.590,-85.800,NaN,5.6,1.0,4.4,NaN,NaN,1.0,90.0,NaN,NaN,NaN,0.01,3.0,BR,200,2.57222,AO2 RAE2355
2016-01-15 23:58:00Z,GFA,47.500,-111.180,1018.3,-5.7,0.75,-6.7,NaN,NaN,0.125,300.0,0.75,2100.0,NaN,NaN,10.0,,50,1.543332,AO2 11019 21057 52008 TSNO $
2016-01-15 23:53:00Z,GFK,47.950,-97.180,1019.0,-18.3,1.0,-22.8,1.0,2850.0,0.125,1500.0,0.75,2400.0,NaN,0.0,9.0,-SN,350,5.658884,AO2 SNB51 931000 60000 11172 21183 51020
2016-01-15 23:53:00Z,GFK,47.950,-97.180,NaN,-18.0,1.0,-23.0,1.0,2850.0,0.125,1500.0,0.75,2400.0,NaN,NaN,9.0,-SN,350,5.658884,
2016-01-15 23:53:00Z,GFL,43.330,-73.620,NaN,-3.0,0.0,-6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,10,1.543332,
2016-01-15 23:55:00Z,GGI,41.709,-92.739,NaN,-7.5,1.0,-9.3,NaN,NaN,1.0,630.0,NaN,NaN,NaN,NaN,10.0,,300,8.745548,AO2 11048 21075
2016-01-15 23:53:00Z,GGW,48.220,-106.620,NaN,-13.0,0.75,-16.0,NaN,NaN,0.75,1230.0,0.75,2100.0,NaN,NaN,10.0,,10,3.601108,
2016-01-15 23:55:00Z,GHG,42.099,-70.669,NaN,5.0,1.0,2.0,NaN,NaN,1.0,540.0,NaN,NaN,NaN,NaN,10.0,,100,2.57222,AO2
2016-01-16 00:13:00Z,GHW,45.650,-95.319,NaN,-14.0,1.0,-18.0,NaN,NaN,1.0,1650.0,NaN,NaN,NaN,NaN,10.0,,310,5.14444,AO2
2016-01-15 23:53:00Z,GJT,39.119,-108.529,NaN,-2.0,1.0,-4.0,NaN,NaN,1.0,2550.0,NaN,NaN,NaN,NaN,10.0,,320,1.543332,
2016-01-15 23:53:00Z,GLD,39.369,-101.699,NaN,1.0,0.0,-7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,340,2.57222,
2016-01-15 23:55:00Z,GLE,33.650,-97.199,NaN,12.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
2016-01-15 23:53:00Z,GLH,33.479,-90.980,NaN,16.0,0.0,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,290,4.115552,
2016-01-16 00:26:00Z,GLR,45.009,-84.699,NaN,-1.1,1.0,-2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,FZFG,40,3.086664,AO2 I1001
2016-01-15 23:52:00Z,GLS,29.299,-94.800,NaN,17.0,0.0,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,20,1.543332,
2016-01-15 23:55:00Z,GLW,37.029,-85.949,NaN,7.2,1.0,7.2,NaN,NaN,1.0,120.0,NaN,NaN,NaN,NaN,2.5,BR,240,3.601108,AO2 60020 10072 20050
2016-01-15 23:55:00Z,GMJ,36.610,-94.739,NaN,5.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,320,1.543332,AO2
2016-01-16 00:15:00Z,GMU,34.849,-82.349,NaN,7.8,0.375,6.7,NaN,NaN,0.375,90.0,NaN,NaN,NaN,NaN,10.0,,220,3.601108,AO2
2016-01-15 23:56:00Z,GNA,47.750,-90.339,1007.8,-5.0,NaN,-10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0,0.0,AO1 11039 21056 51013
2016-01-15 23:56:00Z,GNR,45.470,-69.580,1012.6,-8.9,NaN,-13.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,140,1.543332,AO1 11078 21106 57008
2016-01-15 23:55:00Z,GNT,35.169,-107.900,NaN,0.5,1.0,-4.7,NaN,NaN,1.0,1050.0,NaN,NaN,NaN,NaN,10.0,,330,4.629996,AO2 10035 20005
2016-01-15 23:56:00Z,GON,41.330,-72.050,1009.7,5.0,0.0,2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,70,4.115552,AO2 10078 20050 56005
2016-01-15 23:55:00Z,GOP,31.420,-97.800,NaN,17.0,0.0,-1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,AO2
2016-01-16 00:15:00Z,GOV,44.680,-84.730,NaN,1.0,1.0,0.4,NaN,NaN,1.0,60.0,NaN,NaN,NaN,NaN,0.25,FG,0,0.0,AO2
2016-01-15 23:55:00Z,GPI,48.299,-114.269,NaN,-1.0,1.0,-2.0,NaN,NaN,1.0,1800.0,NaN,NaN,NaN,NaN,10.0,,150,5.658884,
2016-01-15 23:53:00Z,GPT,30.399,-89.069,NaN,14.0,0.0,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,,0,0.0,
