,timeObs,stationName,longitude,latitude,temperature,dewpoint,windDir,windSpeed,seaLevelPress,presWeather,skyCover,skyLayerBase
324,2016-06-22 13:15:00,KFET,-96.5299987793,41.4500007629,31.0,19.0,340.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
345,2016-06-22 13:15:00,KRYV,-88.7200012207,43.1699981689,24.0,18.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[2500.0, 3400.0, 7500.0, -9999.0, -9999.0, -9999.0]"
346,2016-06-22 13:15:00,KRYW,-97.96900177,30.4990005493,34.0,19.0,220.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
347,2016-06-22 13:15:00,KSTE,-89.5299987793,44.5499992371,25.0,12.0,130.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
366,2016-06-22 13:15:00,KDBN,-82.9850006104,32.563999176,33.0,16.0,250.0,7.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[7500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
368,2016-06-22 13:15:00,KRFI,-94.8519973755,32.141998291,32.0,22.0,220.0,7.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[3800.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
369,2016-06-22 13:15:00,KSCF,-91.8710021973,29.1159992218,30.0,22.0,120.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
370,2016-06-22 13:15:00,KSOA,-100.649002075,30.5860004425,34.0,17.0,160.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
371,2016-06-22 13:15:00,KCIR,-89.2200012207,37.0649986267,34.0,22.0,220.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
372,2016-06-22 13:15:00,KCKP,-95.5559997559,42.7319984436,31.0,21.0,360.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
373,2016-06-22 13:15:00,KEDU,-121.786483765,38.5314598083,29.0,10.0,180.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
374,2016-06-22 13:15:00,KAPY,-99.2490005493,26.9689998627,36.0,12.0,140.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
375,2016-06-22 13:15:00,KMCC,-121.400001526,38.6800003052,29.0,9.0,190.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
376,2016-06-22 13:15:00,KGBK,-92.2024993896,27.2038898468,31.0,24.0,70.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[2700.0, 9000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
377,2016-06-22 13:15:00,KDKB,-88.7200012207,41.9300003052,22.0,20.0,170.0,3.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[1100.0, 10000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
378,2016-06-22 13:15:00,KEFK,-72.2289962769,44.888999939,15.0,10.0,160.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[3200.0, 4500.0, 5000.0, -9999.0, -9999.0, -9999.0]"
379,2016-06-22 13:15:00,KEGV,-89.2699966431,45.9300003052,23.0,7.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
380,2016-06-22 13:15:00,KEHC,-92.8779983521,28.4290008545,35.0,21.0,70.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[3700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
381,2016-06-22 13:15:00,KEHY,-106.459442139,41.725276947,27.0,-2.0,270.0,12.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
382,2016-06-22 13:15:00,KEIR,-91.4889984131,28.6340007782,29.0,22.0,140.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
367,2016-06-22 13:15:00,K9V9,-99.3199996948,43.7999992371,28.0,12.0,300.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
365,2016-06-22 13:15:00,KCUL,-88.1230010986,38.0900001526,35.0,22.0,220.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
348,2016-06-22 13:15:00,KT65,-97.9729995728,26.1779994965,36.0,-8.0,140.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[5000.0, 6000.0, 8500.0, -9999.0, -9999.0, -9999.0]"
364,2016-06-22 13:15:00,KAYS,-82.4000015259,31.25,34.0,19.0,260.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
349,2016-06-22 13:15:00,KTMA,-83.8854522705,31.4289798737,32.0,17.0,230.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
350,2016-06-22 13:15:00,KTNB,-81.6510009766,36.1990013123,26.0,17.0,300.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[3500.0, 4300.0, 5000.0, -9999.0, -9999.0, -9999.0]"
351,2016-06-22 13:15:00,KTQH,-95.0,35.9300003052,34.0,21.0,210.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
352,2016-06-22 13:15:00,KTYQ,-86.2509994507,40.03099823,21.0,20.0,190.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
353,2016-06-22 13:15:00,KUVA,-99.7440032959,29.2110004425,33.0,20.0,150.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
354,2016-06-22 13:15:00,KUXL,-93.3761672974,30.131444931,32.0,22.0,130.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
355,2016-06-22 13:15:00,KVCV,-117.383003235,34.5974693298,37.0,1.0,260.0,15.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[11000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
356,2016-06-22 13:15:00,K0E0,-106.009002686,34.986000061,33.0,2.0,0.0,0.0,-9999.0,"['VCTS', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
357,2016-06-22 13:15:00,K0F2,-97.7760009766,33.6020011902,34.0,21.0,180.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
358,2016-06-22 13:15:00,KSEP,-98.1780014038,32.2150001526,34.0,19.0,170.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
359,2016-06-22 13:15:00,KTKV,-89.8059997559,45.46900177,24.0,12.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[12000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
360,2016-06-22 13:15:00,K2I0,-87.3982162476,37.3559303284,34.0,23.0,240.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4100.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
361,2016-06-22 13:15:00,K40J,-83.5699996948,30.0699996948,30.0,21.0,280.0,3.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
362,2016-06-22 13:15:00,KDVK,-84.7699966431,37.577999115,27.0,21.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
363,2016-06-22 13:15:00,KGIC,-116.123001099,45.9430007935,21.0,7.0,60.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
460,2016-06-22 13:15:00,KSNL,-96.9400024414,35.3600006104,34.0,21.0,190.0,18.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
462,2016-06-22 13:15:00,KSWW,-100.470001221,32.4700012207,32.0,17.0,180.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
308,2016-06-22 13:15:00,KASL,-94.3077774048,32.5205001831,32.0,22.0,190.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[3500.0, 4200.0, 5000.0, -9999.0, -9999.0, -9999.0]"
567,2016-06-22 13:15:00,KOZA,-101.20300293,30.7350006104,33.0,14.0,190.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
560,2016-06-22 13:15:00,KGLW,-85.9540023804,37.0320014954,32.0,21.0,230.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'SCT', '', '', '']","[3700.0, 4300.0, 6000.0, -9999.0, -9999.0, -9999.0]"
561,2016-06-22 13:15:00,KGOP,-97.7969970703,31.420999527,34.0,19.0,170.0,7.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[9500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
562,2016-06-22 13:15:00,KGYI,-96.6699981689,33.7299995422,36.0,21.0,200.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
563,2016-06-22 13:15:00,KGZL,-95.09400177,35.2890014648,37.0,14.0,240.0,15.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
564,2016-06-22 13:15:00,KHBV,-98.7369995117,27.3500003815,34.0,19.0,130.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
565,2016-06-22 13:15:00,KHOE,-82.7740020752,31.0559997559,32.0,18.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[7000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
566,2016-06-22 13:15:00,KLOT,-88.0999984741,41.6100006104,22.0,19.0,200.0,4.0,-9999.0,"['-DZ', '', '', '', '']","['BKN', 'BKN', 'OVC', '', '', '']","[1000.0, 1700.0, 2400.0, -9999.0, -9999.0, -9999.0]"
568,2016-06-22 13:15:00,KPDC,-91.1200027466,43.0200004578,26.0,18.0,140.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[2200.0, 2900.0, 4000.0, -9999.0, -9999.0, -9999.0]"
539,2016-06-22 13:15:00,KVKY,-88.4410018921,29.2479991913,29.0,19.0,90.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
569,2016-06-22 13:15:00,KTBR,-81.7399978638,32.4799995422,34.0,20.0,240.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
570,2016-06-22 13:15:00,KUOX,-89.5370025635,34.3839988708,33.0,21.0,240.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
571,2016-06-22 13:15:00,KW99,-79.1299972534,38.9799995422,27.0,16.0,260.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[10000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
572,2016-06-22 13:15:00,KBKD,-98.8909988403,32.71900177,35.0,17.0,180.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
573,2016-06-22 13:15:00,KCPK,-76.3199996948,36.6599998474,29.0,20.0,280.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
574,2016-06-22 13:15:00,KCQB,-96.8199996948,35.7200012207,35.0,23.0,210.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
575,2016-06-22 13:15:00,KDKR,-95.4039993286,31.3069992065,33.0,23.0,160.0,6.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[100.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
559,2016-06-22 13:15:00,KEZF,-77.4499969482,38.2700004578,28.0,18.0,240.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
558,2016-06-22 13:15:00,KCMY,-90.7379989624,43.9580001831,23.0,18.0,190.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', 'OVC', '', '', '', '']","[2100.0, 4200.0, -9999.0, -9999.0, -9999.0, -9999.0]"
557,2016-06-22 13:15:00,KC29,-89.5319976807,43.1139984131,25.0,18.0,100.0,4.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[1700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
556,2016-06-22 13:15:00,KBWD,-98.9499969482,31.7999992371,34.0,19.0,200.0,10.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
541,2016-06-22 13:15:00,KVYS,-89.1500015259,41.3499984741,24.0,22.0,160.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
542,2016-06-22 13:15:00,KW22,-80.2740020752,39.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
543,2016-06-22 13:15:00,KW43,-104.568000793,44.6629981995,22.0,2.0,350.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
544,2016-06-22 13:15:00,KWDR,-83.6679992676,33.9819984436,35.0,17.0,290.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[6000.0, 7000.0, 8000.0, -9999.0, -9999.0, -9999.0]"
545,2016-06-22 13:15:00,KWWR,-99.5199966431,36.4399986267,35.0,14.0,190.0,15.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
546,2016-06-22 13:15:00,KXIH,-94.5210037231,29.1800003052,34.0,23.0,140.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[2700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
547,2016-06-22 13:15:00,KXPY,-90.202003479,29.1229991913,29.0,20.0,100.0,7.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[8500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
548,2016-06-22 13:15:00,KY19,-100.894363403,46.7679710388,20.0,12.0,330.0,18.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[3800.0, 4400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
549,2016-06-22 13:15:00,KCRX,-88.6034851074,34.9149703979,34.0,21.0,210.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
550,2016-06-22 13:15:00,KCTJ,-85.1500015259,33.6300010681,31.0,19.0,260.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
551,2016-06-22 13:15:00,KCVB,-98.8509979248,29.341999054,34.0,18.0,130.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
552,2016-06-22 13:15:00,K4A9,-85.7210006714,34.4739990234,33.0,17.0,260.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
553,2016-06-22 13:15:00,K7L2,-100.246002197,46.2210006714,22.0,13.0,320.0,17.0,-9999.0,"['', '', '', '', '']","['BKN', '', '', '', '', '']","[4300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
554,2016-06-22 13:15:00,KACP,-92.6890029907,30.7509994507,31.0,22.0,110.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'BKN', '', '', '']","[3800.0, 4600.0, 6000.0, -9999.0, -9999.0, -9999.0]"
555,2016-06-22 13:15:00,KBQP,-91.8809967041,32.7560005188,31.0,24.0,200.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[3400.0, 5500.0, 9000.0, -9999.0, -9999.0, -9999.0]"
576,2016-06-22 13:15:00,KDNN,-84.8700027466,34.7200012207,32.0,20.0,180.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[10000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
577,2016-06-22 13:15:00,KECU,-100.174003601,29.9470005035,32.0,18.0,150.0,12.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[1100.0, 3500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
578,2016-06-22 13:15:00,KFXY,-93.6240005493,43.2350006104,27.0,21.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[2800.0, 3500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
597,2016-06-22 13:15:00,KHAE,-91.4440002441,39.7249984741,35.0,18.0,220.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
599,2016-06-22 13:15:00,LMML,14.4799995422,35.8499984741,22.0,15.0,330.0,7.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[2500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
600,2016-06-22 13:15:00,LIRP,10.3800001144,43.6800003052,24.0,17.0,290.0,4.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
601,2016-06-22 13:15:00,LIBR,17.9500007629,40.6500015259,23.0,22.0,330.0,14.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
602,2016-06-22 13:15:00,LIPH,12.1800003052,45.6500015259,25.0,19.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
603,2016-06-22 13:15:00,LIPR,12.6199998856,44.0299987793,25.0,21.0,230.0,2.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
604,2016-06-22 13:15:00,K20U,-103.982063293,46.9251708984,20.0,11.0,360.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[3300.0, 3900.0, 4800.0, -9999.0, -9999.0, -9999.0]"
605,2016-06-22 13:15:00,K2J9,-84.5574264526,30.597869873,32.0,15.0,230.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
606,2016-06-22 13:15:00,K5H4,-99.9319992065,47.7910003662,14.0,13.0,10.0,11.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[1100.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
607,2016-06-22 13:15:00,K96D,-97.9027786255,48.9405708313,14.0,14.0,20.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
608,2016-06-22 13:15:00,KD60,-102.897361755,48.380279541,15.0,14.0,20.0,8.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[2100.0, 3100.0, -9999.0, -9999.0, -9999.0, -9999.0]"
609,2016-06-22 13:15:00,K9D7,-99.2363891602,48.4799995422,14.0,12.0,40.0,9.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[3900.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
610,2016-06-22 13:15:00,LHDC,21.6299991608,47.4799995422,27.0,20.0,20.0,2.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
611,2016-06-22 13:15:00,LHKE,19.75,46.9000015259,24.0,19.0,320.0,2.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
612,2016-06-22 13:15:00,LHPA,17.4699993134,47.3499984741,21.0,17.0,40.0,2.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
613,2016-06-22 13:15:00,LHSN,20.2299995422,47.1699981689,26.0,19.0,-9999.0,2.0,-9999.0,"['', '', '', '', '']","['CAVOK', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
598,2016-06-22 13:15:00,KMCJ,-95.3949966431,29.7129993439,35.0,21.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
596,2016-06-22 13:15:00,KGLE,-97.1999969482,33.6500015259,33.0,22.0,170.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[5000.0, 6000.0, 8000.0, -9999.0, -9999.0, -9999.0]"
579,2016-06-22 13:15:00,KHSP,-79.8199996948,37.9599990845,20.0,17.0,270.0,13.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[2500.0, 3100.0, -9999.0, -9999.0, -9999.0, -9999.0]"
595,2016-06-22 13:15:00,K06D,-99.6207504272,48.8844184875,14.0,10.0,20.0,7.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
580,2016-06-22 13:15:00,KHZR,-91.4786987305,30.7182998657,31.0,21.0,200.0,3.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
581,2016-06-22 13:15:00,KJOT,-88.1800003052,41.5200004578,23.0,21.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['BKN', 'OVC', '', '', '', '']","[900.0, 11000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
582,2016-06-22 13:15:00,KMDD,-102.100997925,32.0369987488,36.0,13.0,170.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
583,2016-06-22 13:15:00,KLZZ,-98.1959991455,31.1060009003,33.0,22.0,170.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
584,2016-06-22 13:15:00,SKCG,-75.5199966431,10.4499998093,28.0,26.0,280.0,9.0,-9999.0,"['RA', '', '', '', '']","['BKN', 'SCT', '', '', '', '']","[1500.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
585,2016-06-22 13:15:00,K3T5,-96.9499969482,29.9099998474,33.0,25.0,160.0,6.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
586,2016-06-22 13:15:00,KCBK,-101.04699707,39.4269981384,31.0,16.0,360.0,18.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
587,2016-06-22 13:15:00,KDLL,-89.7710037231,43.5219993591,23.0,17.0,130.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[2000.0, 5500.0, 9000.0, -9999.0, -9999.0, -9999.0]"
588,2016-06-22 13:15:00,KEDC,-97.5670013428,30.3969993591,33.0,22.0,190.0,8.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
589,2016-06-22 13:15:00,KHFJ,-94.0130004883,36.90599823,34.0,21.0,200.0,20.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[4900.0, 6000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
