,timeObs,stationName,longitude,latitude,temperature,dewpoint,windDir,windSpeed,seaLevelPress,presWeather,skyCover,skyLayerBase
85,2016-06-22 13:15:00,KE80,-106.833999634,34.6450004578,35.0,3.0,50.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
86,2016-06-22 13:15:00,KEEN,-72.2699966431,42.9099998474,22.0,8.0,300.0,9.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[6000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
87,2016-06-22 13:15:00,KEHR,-87.6900024414,37.8199996948,33.0,23.0,250.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
88,2016-06-22 13:15:00,KENV,-114.029998779,40.7299995422,30.0,2.0,150.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
89,2016-06-22 13:15:00,KESC,-87.0800018311,45.7299995422,19.0,7.0,170.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
90,2016-06-22 13:15:00,KEUL,-116.63999939,43.6399993896,27.0,5.0,0.0,0.0,1029.90002441,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
91,2016-06-22 13:15:00,KFAM,-90.4300003052,37.7599983215,33.0,22.0,210.0,11.0,1030.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[5500.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
92,2016-06-22 13:15:00,KWYS,-111.117637634,44.6883888245,22.0,-5.0,200.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
93,2016-06-22 13:15:00,KYKN,-97.3799972534,42.9199981689,30.0,21.0,320.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
114,2016-06-22 13:15:00,KXSA,-76.8939971924,37.8600006104,29.0,16.0,130.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
115,2016-06-22 13:15:00,KY51,-90.8960037231,43.5789985657,23.0,19.0,120.0,5.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[1300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
116,2016-06-22 13:15:00,K2D5,-98.0798873901,46.1731147766,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
135,2016-06-22 13:15:00,KGXY,-104.629997253,40.4300003052,29.0,6.0,90.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
137,2016-06-22 13:15:00,KHDN,-107.25,40.5099983215,29.0,4.0,310.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
138,2016-06-22 13:15:00,KHNB,-86.9499969482,38.2599983215,29.0,22.0,90.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
139,2016-06-22 13:15:00,KHVS,-80.1190032959,34.4029998779,35.0,20.0,200.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[6000.0, 8000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
140,2016-06-22 13:15:00,KHYS,-99.2699966431,38.8600006104,34.0,21.0,20.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
141,2016-06-22 13:15:00,KJFX,-87.3141708374,33.9019966125,34.0,22.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
142,2016-06-22 13:15:00,KJHW,-79.25,42.1599998474,22.0,8.0,260.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
143,2016-06-22 13:15:00,KJZI,-80.0029983521,32.7010002136,31.0,24.0,190.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
144,2016-06-22 13:15:00,KKLS,-122.900001526,46.1170005798,21.0,11.0,290.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
145,2016-06-22 13:15:00,KLBL,-100.970001221,37.0499992371,37.0,16.0,210.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
146,2016-06-22 13:15:00,KLGD,-118.129997253,45.3300018311,23.0,6.0,350.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
147,2016-06-22 13:15:00,KLKV,-120.399002075,42.1609992981,25.0,7.0,180.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
148,2016-06-22 13:15:00,KLRO,-79.7829971313,32.8979988098,33.0,24.0,160.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
149,2016-06-22 13:15:00,KMAN,-116.523101807,43.5812988281,28.0,2.0,-9999.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
150,2016-06-22 13:15:00,KMKT,-93.9199981689,44.2299995422,26.0,19.0,150.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[2500.0, 3200.0, -9999.0, -9999.0, -9999.0, -9999.0]"
151,2016-06-22 13:15:00,KMSV,-74.8000030518,41.7099990845,23.0,7.0,290.0,13.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[8000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
136,2016-06-22 13:15:00,KGYL,-94.0820007324,44.7569999695,28.0,20.0,90.0,4.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', 'OVC', '', '', '']","[3300.0, 3900.0, 4700.0, -9999.0, -9999.0, -9999.0]"
134,2016-06-22 13:15:00,KGUC,-106.919998169,38.5499992371,23.0,6.0,210.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
117,2016-06-22 13:15:00,K4O4,-94.8590011597,33.9090003967,32.0,22.0,190.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[3700.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
133,2016-06-22 13:15:00,KBYY,-95.8629989624,28.9729995728,31.0,24.0,170.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[2900.0, 3600.0, 6000.0, -9999.0, -9999.0, -9999.0]"
118,2016-06-22 13:15:00,KACB,-85.1999969482,44.9900016785,23.0,6.0,330.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
119,2016-06-22 13:15:00,KACQ,-93.5500030518,44.0699996948,25.0,20.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[2000.0, 2800.0, -9999.0, -9999.0, -9999.0, -9999.0]"
120,2016-06-22 13:15:00,KADC,-95.2119979858,46.4469985962,27.0,13.0,180.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
121,2016-06-22 13:15:00,KAJG,-87.7269973755,38.6069984436,32.0,23.0,140.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
122,2016-06-22 13:15:00,KAUM,-92.9400024414,43.6699981689,26.0,20.0,130.0,3.0,-9999.0,"['', '', '', '', '']","['BKN', 'BKN', 'BKN', '', '', '']","[2200.0, 3000.0, 3900.0, -9999.0, -9999.0, -9999.0]"
123,2016-06-22 13:15:00,KAUN,-121.082000732,38.9550018311,29.0,7.0,240.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
124,2016-06-22 13:15:00,KAWG,-91.6699981689,41.2799987793,29.0,23.0,170.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
125,2016-06-22 13:15:00,KAXS,-99.3379974365,34.6990013123,37.0,15.0,170.0,16.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
126,2016-06-22 13:15:00,KBBP,-79.7340011597,34.6220016479,35.0,20.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
127,2016-06-22 13:15:00,KBCB,-80.4079971313,37.2080001831,26.0,21.0,280.0,6.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', 'BKN', '', '', '']","[2700.0, 3500.0, 4300.0, -9999.0, -9999.0, -9999.0]"
128,2016-06-22 13:15:00,KBCK,-90.8552780151,44.2507400513,25.0,15.0,160.0,3.0,-9999.0,"['', '', '', '', '']","['OVC', '', '', '', '', '']","[4600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
129,2016-06-22 13:15:00,KBDH,-95.1269989014,45.1269989014,28.0,20.0,230.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4200.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
130,2016-06-22 13:15:00,KBGE,-84.6299972534,30.9699993134,33.0,17.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
131,2016-06-22 13:15:00,KBTA,-96.1139984131,41.4179992676,31.0,21.0,10.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
132,2016-06-22 13:15:00,KBXK,-112.690002441,33.4199981689,39.0,7.0,150.0,5.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
78,2016-06-22 13:15:00,KCOD,-109.019996643,44.5299987793,24.0,1.0,50.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
76,2016-06-22 13:15:00,KCIU,-84.4700012207,46.2599983215,18.0,4.0,350.0,11.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
153,2016-06-22 13:15:00,KN03,-76.2099990845,42.5999984741,22.0,7.0,310.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[6500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
28,2016-06-22 13:15:00,KUTA,-90.3470001221,34.6809997559,32.0,22.0,220.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
21,2016-06-22 13:15:00,KCKM,-90.5123062134,34.2997207642,35.0,24.0,200.0,11.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'SCT', '', '', '']","[4400.0, 4900.0, 6000.0, -9999.0, -9999.0, -9999.0]"
22,2016-06-22 13:15:00,KCLS,-122.983001709,46.6769981384,22.0,14.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3700.0, 4200.0, -9999.0, -9999.0, -9999.0, -9999.0]"
23,2016-06-22 13:15:00,KCQW,-79.9570007324,34.7130012512,34.0,16.0,140.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
24,2016-06-22 13:15:00,KCXP,-119.732582092,39.1923103333,30.0,-10.0,220.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
25,2016-06-22 13:15:00,KGLY,-93.6839981079,38.3569984436,35.0,22.0,220.0,12.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
26,2016-06-22 13:15:00,KGWR,-97.6434707642,46.2186660767,25.0,15.0,290.0,14.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
27,2016-06-22 13:15:00,KORS,-122.900001526,48.7099990845,17.0,12.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
29,2016-06-22 13:15:00,KSPA,-81.9570007324,34.9160003662,35.0,18.0,240.0,6.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
75,2016-06-22 13:15:00,KCGZ,-111.769996643,32.9599990845,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
30,2016-06-22 13:15:00,KSTF,-88.8486022949,33.4331016541,32.0,22.0,250.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
31,2016-06-22 13:15:00,KSYI,-86.4400024414,35.5600013733,34.0,23.0,200.0,9.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[5000.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
32,2016-06-22 13:15:00,KTEX,-107.908500671,37.9538345337,21.0,5.0,80.0,6.0,-9999.0,"['-TSRA', '', '', '', '']","['BKN', 'BKN', '', '', '', '']","[9500.0, 12000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
33,2016-06-22 13:15:00,KTME,-95.8977966309,29.8050003052,30.0,23.0,190.0,9.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
34,2016-06-22 13:15:00,KTSP,-118.439002991,35.1349983215,29.0,1.0,320.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
35,2016-06-22 13:15:00,KTTA,-79.0999984741,35.5800018311,32.0,20.0,320.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
36,2016-06-22 13:15:00,KVDF,-82.3499984741,28.0100002289,34.0,18.0,60.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[7500.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
20,2016-06-22 13:15:00,KPSO,-107.059997559,37.2900009155,30.0,-1.0,160.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
19,2016-06-22 13:15:00,KPHT,-88.3830032349,36.3380012512,32.0,23.0,240.0,10.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[4400.0, 5500.0, -9999.0, -9999.0, -9999.0, -9999.0]"
18,2016-06-22 13:15:00,KMEZ,-94.2030029297,34.5449981689,34.0,24.0,190.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
17,2016-06-22 13:15:00,KMAW,-89.9919967651,36.6010017395,36.0,21.0,200.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
2,2016-06-22 13:15:00,KANK,-106.04863739,38.5382766724,29.0,3.0,200.0,7.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[9000.0, 12000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
3,2016-06-22 13:15:00,KCKI,-79.8570022583,33.716999054,32.0,21.0,180.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
4,2016-06-22 13:15:00,K1P1,-71.7539978027,43.7789993286,19.0,10.0,300.0,5.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[3300.0, 5000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
5,2016-06-22 13:15:00,KGGE,-79.3199996948,33.3120002747,33.0,21.0,260.0,10.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
6,2016-06-22 13:15:00,KLDJ,-74.2450027466,40.6170005798,30.0,9.0,300.0,16.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', '', '', '', '']","[8000.0, 10000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
7,2016-06-22 13:15:00,KMYJ,-91.8180007935,39.158000946,34.0,25.0,210.0,17.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
8,2016-06-22 13:15:00,KATS,-104.470001221,32.8499984741,39.0,10.0,90.0,8.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[11000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
9,2016-06-22 13:15:00,KFDW,-81.1090011597,34.3149986267,36.0,19.0,290.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
10,2016-06-22 13:15:00,KFMH,-70.5220031738,41.6590003967,25.0,17.0,260.0,11.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[10000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
11,2016-06-22 13:15:00,KMAO,-79.3349990845,34.1809997559,33.0,21.0,220.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
12,2016-06-22 13:15:00,KMNI,-80.2089996338,33.5870018005,32.0,21.0,220.0,7.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
13,2016-06-22 13:15:00,KRQO,-98.0059967041,35.4729995728,36.0,16.0,180.0,23.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
14,2016-06-22 13:15:00,KHYW,-79.1220016479,33.8289985657,33.0,22.0,260.0,4.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
15,2016-06-22 13:15:00,KLQK,-82.7028884888,34.8099708557,35.0,20.0,290.0,4.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[5500.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
16,2016-06-22 13:15:00,KLUX,-81.9469985962,34.5069999695,34.0,20.0,290.0,4.0,-9999.0,"['', '', '', '', '']","['', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
37,2016-06-22 13:15:00,K4I7,-86.8140029907,39.6339988708,22.0,22.0,180.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
38,2016-06-22 13:15:00,KAIK,-81.6849975586,33.6489982605,35.0,18.0,260.0,13.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
39,2016-06-22 13:15:00,KARW,-80.6340026855,32.4119987488,33.0,20.0,230.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
58,2016-06-22 13:15:00,KPWT,-122.769996643,47.4799995422,20.0,11.0,240.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
60,2016-06-22 13:15:00,KSBS,-106.819999695,40.4799995422,29.0,4.0,0.0,0.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
61,2016-06-22 13:15:00,KSDY,-104.180000305,47.7299995422,21.0,11.0,10.0,10.0,1030.0,"['', '', '', '', '']","['SCT', 'BKN', 'OVC', '', '', '']","[3500.0, 4800.0, 6000.0, -9999.0, -9999.0, -9999.0]"
62,2016-06-22 13:15:00,KSFM,-70.6999969482,43.4000015259,19.0,11.0,280.0,12.0,-9999.0,"['', '', '', '', '']","['FEW', 'FEW', '', '', '', '']","[2600.0, 3400.0, -9999.0, -9999.0, -9999.0, -9999.0]"
63,2016-06-22 13:15:00,KSFZ,-71.4000015259,41.9099998474,21.0,14.0,320.0,12.0,-9999.0,"['', '', '', '', '']","['FEW', 'BKN', '', '', '', '']","[7500.0, 9000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
64,2016-06-22 13:15:00,KSGT,-91.5699996948,34.6100006104,34.0,24.0,210.0,12.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[3800.0, 4700.0, -9999.0, -9999.0, -9999.0, -9999.0]"
65,2016-06-22 13:15:00,KSKX,-105.669998169,36.4599990845,30.0,3.0,290.0,3.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
66,2016-06-22 13:15:00,KSLG,-94.4899978638,36.1899986267,35.0,20.0,210.0,15.0,-9999.0,"['', '', '', '', '']","['FEW', 'SCT', '', '', '', '']","[5000.0, 7000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
67,2016-06-22 13:15:00,KSRC,-91.7399978638,35.2010002136,34.0,25.0,190.0,8.0,1030.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4300.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
68,2016-06-22 13:15:00,KSVC,-108.169998169,32.6399993896,35.0,4.0,280.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
69,2016-06-22 13:15:00,KUCY,-88.9850006104,36.3800010681,33.0,24.0,220.0,9.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[4600.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
70,2016-06-22 13:15:00,KVBT,-94.2200012207,36.3499984741,33.0,21.0,210.0,11.0,-9999.0,"['', '', '', '', '']","['FEW', '', '', '', '', '']","[5000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
71,2016-06-22 13:15:00,KVER,-92.6826705933,38.9467010498,34.0,21.0,200.0,14.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
72,2016-06-22 13:15:00,KCCU,-106.152999878,39.4749984741,18.0,-3.0,290.0,9.0,-9999.0,"['', '', '', '', '']","['SCT', 'BKN', '', '', '', '']","[6000.0, 9000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
73,2016-06-22 13:15:00,KCEY,-88.3727798462,36.6645812988,32.0,24.0,240.0,8.0,-9999.0,"['', '', '', '', '']","['SCT', '', '', '', '', '']","[4000.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
74,2016-06-22 13:15:00,KCGC,-82.5709991455,28.8670005798,33.0,16.0,70.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
59,2016-06-22 13:15:00,KRBW,-80.6409988403,32.9210014343,35.0,18.0,250.0,8.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
57,2016-06-22 13:15:00,KPRX,-95.4499969482,33.6399993896,34.0,21.0,180.0,13.0,-9999.0,"['', '', '', '', '']","['SCT', 'SCT', 'BKN', '', '', '']","[4000.0, 4700.0, 6000.0, -9999.0, -9999.0, -9999.0]"
40,2016-06-22 13:15:00,KBAC,-98.0180206299,46.9411849976,21.0,14.0,300.0,15.0,-9999.0,"['', '', '', '', '']","['FEW', 'BKN', '', '', '', '']","[4100.0, 6000.0, -9999.0, -9999.0, -9999.0, -9999.0]"
56,2016-06-22 13:15:00,KPIB,-89.3300018311,31.4699993134,31.0,21.0,190.0,5.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
41,2016-06-22 13:15:00,KBNL,-81.3880004883,33.2579994202,36.0,21.0,230.0,9.0,-9999.0,"['', '', '', '', '']","['CLR', '', '', '', '', '']","[-9999.0, -9999.0, -9999.0, -9999.0, -9999.0, -9999.0]"
42,2016-06-22 13:15:00,KCDN,-80.5650024414,34.2840003967,35.0,21.0,-9999.0,5.0,-9999.0,"['', '', '', '', '']","['FEW', 'FEW', 'FEW', '', '', '']","[5500.0, 7000.0, 8000.0, -9999.0, -9999.0, -9999.0]"
